"","status","HighestTaxonomicResolution","Species","Ship","SurveyMethod","MiddleLatitude","MiddleLongitude","morphotype","ObsYear","Decade"
"1110","","","Polymastia hemisphaerica","58G2","NCT",71.2941666666667,30.4746666666667,"papillate",2010,2010
"1111","","","Polymastia grimaldii","58G2","NCT",75.7736666666667,39.7325,"papillate",2010,2010
"1112","","","Polymastia grimaldii","58G2","NCT",76.2573333333333,42.492,"papillate",2010,2010
"1113","","","Polymastia grimaldii","58G2","NCT",76.3536666666667,39.6638333333333,"papillate",2010,2010
"1114","","","Craniella","58G2","NCT",76.3536666666667,39.6638333333333,"massive",2010,2010
"1115","","","Craniella","58G2","NCT",76.439,37.7365,"massive",2010,2010
"1116","","","Craniella","58G2","NCT",76.9841666666667,35.5026666666667,"massive",2010,2010
"1117","","","Polymastia grimaldii","58G2","NCT",76.4636666666667,35.3648333333333,"papillate",2010,2010
"1118","","","Stylocordyla borealis","58G2","NCT",76.4873333333333,32.7173333333333,"stipulate",2010,2010
"1119","","","Polymastia grimaldii","58G2","NCT",71.8128333333333,36.0696666666667,"papillate",2010,2010
"1120","","","Tentorium semisuberites","58G2","NCT",71.8128333333333,36.0696666666667,"papillate",2010,2010
"1121","","","Geodia barretti","58G2","NCT",71.8128333333333,36.0696666666667,"massive",2010,2010
"1122","","","Polymastia grimaldii","58G2","NCT",71.8826666666667,30.2853333333333,"papillate",2010,2010
"1123","","","Polymastia hemisphaerica","58G2","NCT",71.8826666666667,30.2853333333333,"papillate",2010,2010
"1124","","","Craniella","58G2","NCT",71.8826666666667,30.2853333333333,"massive",2010,2010
"1125","","","Thenea","58G2","NCT",71.8826666666667,30.2853333333333,"massive",2010,2010
"1126","","","Polymastia hemisphaerica","58J3","NCT",71.6736666666667,22.8583333333333,"papillate",2010,2010
"1127","","","Polymastia hemisphaerica","58J3","NCT",71.5483333333333,21.0766666666667,"papillate",2010,2010
"1128","","","Polymastia uberrima","58J3","NCT",71.5483333333333,21.0766666666667,"papillate",2010,2010
"1129","","","Geodia macandrewii","58J3","NCT",71.5483333333333,21.0766666666667,"massive",2010,2010
"1130","","","Polymastia thielei","58J3","NCT",71.4933333333333,19.4283333333333,"papillate",2010,2010
"1131","","","Craniella","58J3","NCT",71.4933333333333,19.4283333333333,"massive",2010,2010
"1132","","","Polymastia hemisphaerica","58J3","NCT",72.1783333333333,21.175,"papillate",2010,2010
"1133","","","Geodia","58J3","NCT",72.1783333333333,21.175,"massive",2010,2010
"1134","","","Geodia barretti","58J3","NCT",72.1783333333333,21.175,"massive",2010,2010
"1135","","","Geodia macandrewii","58J3","NCT",72.1783333333333,21.175,"massive",2010,2010
"1136","","","Thenea","58J3","NCT",72.1783333333333,21.175,"massive",2010,2010
"1137","","","Craniella","58J3","NCT",72.2566666666667,23.0216666666667,"massive",2010,2010
"1138","","","Craniella","58J3","NCT",72.3533333333333,24.6683333333333,"massive",2010,2010
"1139","","","Polymastia grimaldii","58J3","NCT",72.9133333333333,24.2366666666667,"papillate",2010,2010
"1140","","","Polymastia hemisphaerica","58J3","NCT",72.9133333333333,24.2366666666667,"papillate",2010,2010
"1141","","","Tentorium semisuberites","58J3","NCT",72.9133333333333,24.2366666666667,"papillate",2010,2010
"1142","","","Craniella","58J3","NCT",72.9133333333333,24.2366666666667,"massive",2010,2010
"1143","","","Polymastia grimaldii","58J3","NCT",72.81,22.5016666666667,"papillate",2010,2010
"1144","","","Polymastia hemisphaerica","58J3","NCT",72.81,22.5016666666667,"papillate",2010,2010
"1145","","","Polymastia uberrima","58J3","NCT",72.81,22.5016666666667,"papillate",2010,2010
"1146","","","Thenea","58J3","NCT",72.81,22.5016666666667,"massive",2010,2010
"1147","","","Polymastia hemisphaerica","58J3","NCT",72.7583333333333,20.6366666666667,"papillate",2010,2010
"1148","","","Craniella","58J3","NCT",72.7583333333333,20.6366666666667,"massive",2010,2010
"1149","","","Polymastia hemisphaerica","58J3","NCT",72.615,18.6083333333333,"papillate",2010,2010
"1150","","","Polymastia uberrima","58J3","NCT",72.615,18.6083333333333,"papillate",2010,2010
"1151","","","Tentorium semisuberites","58J3","NCT",72.615,18.6083333333333,"papillate",2010,2010
"1152","","","Craniella","58J3","NCT",72.615,18.6083333333333,"massive",2010,2010
"1153","","","Thenea","58J3","NCT",72.615,18.6083333333333,"massive",2010,2010
"1154","","","Polymastia hemisphaerica","58J3","NCT",73.1983333333333,18.36,"papillate",2010,2010
"1155","","","Tentorium semisuberites","58J3","NCT",73.1983333333333,18.36,"papillate",2010,2010
"1156","","","Craniella","58J3","NCT",73.1983333333333,18.36,"massive",2010,2010
"1157","","","Craniella","58J3","NCT",73.405,22.28,"massive",2010,2010
"1158","","","Polymastia grimaldii","58J3","NCT",73.5116666666667,24.3966666666667,"papillate",2010,2010
"1159","","","Craniella","58J3","NCT",73.5116666666667,24.3966666666667,"massive",2010,2010
"1160","","","Thenea","58J3","NCT",73.5116666666667,24.3966666666667,"massive",2010,2010
"1161","","","Polymastia grimaldii","58J3","NCT",74.0383333333333,24.2733333333333,"papillate",2010,2010
"1162","","","Craniella","58J3","NCT",74.0383333333333,24.2733333333333,"massive",2010,2010
"1163","","","Thenea","58J3","NCT",74.0383333333333,24.2733333333333,"massive",2010,2010
"1164","","","Polymastia grimaldii","58J3","NCT",74.0616666666667,26.1666666666667,"papillate",2010,2010
"1165","","","Craniella","58J3","NCT",74.0616666666667,26.1666666666667,"massive",2010,2010
"1166","","","Polymastia grimaldii","58J3","NCT",74.1833333333333,28.5683333333333,"papillate",2010,2010
"1167","","","Craniella","58J3","NCT",74.1833333333333,28.5683333333333,"massive",2010,2010
"1168","","","Polymastia grimaldii","58J3","NCT",74.1783333333333,30.42,"papillate",2010,2010
"1169","","","Craniella","58J3","NCT",74.1783333333333,30.42,"massive",2010,2010
"1170","","","Craniella","58J3","NCT",74.19,32.3933333333333,"massive",2010,2010
"1171","","","Craniella","58J3","NCT",74.69,30.1066666666667,"massive",2010,2010
"1172","","","Polymastia grimaldii","58J3","NCT",74.6266666666667,27.9316666666667,"papillate",2010,2010
"1173","","","Craniella","58J3","NCT",74.6266666666667,27.9316666666667,"massive",2010,2010
"1174","","","Craniella","58J3","NCT",75.2533333333333,25.8283333333333,"massive",2010,2010
"1175","","","Polymastia grimaldii","58J3","NCT",75.3416666666667,30.3283333333333,"papillate",2010,2010
"1176","","","Polymastia grimaldii","58J3","NCT",75.3716666666667,32.5616666666667,"papillate",2010,2010
"1177","","","Polymastia grimaldii","58J3","NCT",75.8966666666667,30.0783333333333,"papillate",2010,2010
"1178","","","Polymastia grimaldii","58J3","NCT",76.51,27.8316666666667,"papillate",2010,2010
"1179","","","Polymastia grimaldii","58J3","NCT",77.06,32.755,"papillate",2010,2010
"1180","","","Polymastia grimaldii","58J3","NCT",77.0516666666667,27.675,"papillate",2010,2010
"1181","","","Craniella","58J3","NCT",77.0516666666667,27.675,"massive",2010,2010
"1182","","","Thenea","58J3","NCT",77.0516666666667,27.675,"massive",2010,2010
"1183","","","Polymastia uberrima","58J3","NCT",77.5206666666667,30.5213333333333,"papillate",2010,2010
"1184","","","Craniella","58J3","NCT",77.5206666666667,30.5213333333333,"massive",2010,2010
"1185","","","Tentorium semisuberites","58J3","NCT",77.9883333333333,27.0043333333333,"papillate",2010,2010
"1186","","","Polymastia uberrima","58J3","NCT",78.4856666666667,29.7428333333333,"papillate",2010,2010
"1187","","","Tentorium semisuberites","58J3","NCT",78.4856666666667,29.7428333333333,"papillate",2010,2010
"1188","","","Polymastia hemisphaerica","58J3","NCT",78.5436666666667,33.024,"papillate",2010,2010
"1189","","","Polymastia uberrima","58J3","NCT",78.5436666666667,33.024,"papillate",2010,2010
"1190","","","Polymastia hemisphaerica","58J3","NCT",78.503,35.8133333333333,"papillate",2010,2010
"1191","","","Polymastia thielei","58J3","NCT",78.503,35.8133333333333,"papillate",2010,2010
"1192","","","Polymastia hemisphaerica","58J3","NCT",78.9581666666667,32.5665,"papillate",2010,2010
"1193","","","Polymastia hemisphaerica","58J3","NCT",79.4186666666667,29.8583333333333,"papillate",2010,2010
"1194","","","Polymastia uberrima","58JM","NCT",78.0166666666667,10.1166666666667,"papillate",2010,2010
"1195","","","Craniella","58JM","NCT",78.0166666666667,10.1166666666667,"massive",2010,2010
"1196","","","Polymastia uberrima","58JM","NCT",78.9333333333333,9.25,"papillate",2010,2010
"1197","","","Geodia macandrewii","58JM","NCT",80.1,12.95,"massive",2010,2010
"1198","","","Polymastia hemisphaerica","58JM","NCT",80.3,31.5166666666667,"papillate",2010,2010
"1199","","","Polymastia thielei","58JM","NCT",80.6,33.4833333333333,"papillate",2010,2010
"1200","","","Tentorium semisuberites","58JM","NCT",79.9666666666667,33.2333333333333,"papillate",2010,2010
"1201","","","Craniella","58JM","NCT",79.9666666666667,33.2333333333333,"massive",2010,2010
"1202","","","Geodia macandrewii","58JM","NCT",79.9666666666667,33.2333333333333,"massive",2010,2010
"1203","","","Polymastia uberrima","58JM","NCT",76.3833333333333,22.7,"papillate",2010,2010
"1204","","","Tentorium semisuberites","58JM","NCT",76.3833333333333,22.7,"papillate",2010,2010
"1205","","","Polymastia thielei","58JM","NCT",75.6666666666667,20.7166666666667,"papillate",2010,2010
"1206","","","Craniella","58JM","NCT",76.65,17.8,"massive",2010,2010
"1207","","","Craniella","58JM","NCT",76.15,17.8166666666667,"massive",2010,2010
"1208","","","Polymastia grimaldii","58CJ","NCT",71.1641933333333,25.1434433333333,"papillate",2011,2010
"1209","","","Tethya norvegica","58CJ","NCT",71.1641933333333,25.1434433333333,"massive",2011,2010
"1210","","","Craniella","58CJ","NCT",74.7329833333333,28.2787833333333,"massive",2011,2010
"1211","","","Craniella","58CJ","NCT",74.7329833333333,28.2787833333333,"massive",2011,2010
"1212","","","Thenea","58CJ","NCT",74.7329833333333,28.2787833333333,"massive",2011,2010
"1213","","","Polymastia hemisphaerica","58CJ","NCT",75.3321666666667,32.6314,"papillate",2011,2010
"1214","","","Craniella","58CJ","NCT",71.27109,30.5720883333333,"massive",2011,2010
"1215","","","Polymastia grimaldii","58CJ","NCT",71.27109,30.5720883333333,"papillate",2011,2010
"1216","","","Thenea","58CJ","NCT",75.3334333333333,30.2785,"massive",2011,2010
"1217","","","Polymastia grimaldii","58CJ","NCT",74.6742666666667,25.9140166666667,"papillate",2011,2010
"1218","","","Tentorium semisuberites","58CJ","NCT",74.0899166666667,24.13165,"papillate",2011,2010
"1219","","","Thenea","58CJ","NCT",74.0899166666667,24.13165,"massive",2011,2010
"1220","","","Polymastia grimaldii","58CJ","NCT",73.95655,21.9572833333333,"papillate",2011,2010
"1221","","","Craniella","58CJ","NCT",73.3684833333333,22.17815,"massive",2011,2010
"1222","","","Thenea","58CJ","NCT",73.3684833333333,22.17815,"massive",2011,2010
"1223","","","Polymastia hemisphaerica","58CJ","NCT",73.3684833333333,22.17815,"papillate",2011,2010
"1224","","","Polymastia uberrima","58CJ","NCT",72.7227666666667,20.5982333333333,"papillate",2011,2010
"1225","","","Tethya norvegica","58CJ","NCT",72.7227666666667,20.5982333333333,"massive",2011,2010
"1226","","","Craniella","58CJ","NCT",72.7227666666667,20.5982333333333,"massive",2011,2010
"1227","","","Thenea","58CJ","NCT",72.7227666666667,20.5982333333333,"massive",2011,2010
"1228","","","Polymastia hemisphaerica","58CJ","NCT",72.7227666666667,20.5982333333333,"papillate",2011,2010
"1229","","","Craniella","58CJ","NCT",72.1271,20.9977166666667,"massive",2011,2010
"1230","","","Geodia barretti","58CJ","NCT",72.1271,20.9977166666667,"massive",2011,2010
"1231","","","Geodia macandrewii","58CJ","NCT",72.1271,20.9977166666667,"massive",2011,2010
"1232","","","Thenea","58CJ","NCT",72.1271,20.9977166666667,"massive",2011,2010
"1233","","","Polymastia hemisphaerica","58CJ","NCT",72.1271,20.9977166666667,"papillate",2011,2010
"1234","","","Geodia barretti","58CJ","NCT",71.5507333333333,21.2277166666667,"massive",2011,2010
"1235","","","Thenea","58CJ","NCT",71.5507333333333,21.2277166666667,"massive",2011,2010
"1236","","","Craniella","58CJ","NCT",71.8432933333333,34.0183783333333,"massive",2011,2010
"1237","","","Polymastia grimaldii","58CJ","NCT",71.8432933333333,34.0183783333333,"papillate",2011,2010
"1238","","","Craniella","58CJ","NCT",71.8463166666667,32.3338766666667,"massive",2011,2010
"1239","","","Thenea","58CJ","NCT",71.8463166666667,32.3338766666667,"massive",2011,2010
"1240","","","Geodia","58CJ","NCT",71.8463166666667,32.3338766666667,"massive",2011,2010
"1241","","","Thenea","58CJ","NCT",71.0138516666667,21.6002583333333,"massive",2011,2010
"1242","","","Polymastia grimaldii","58CJ","NCT",71.0138516666667,21.6002583333333,"papillate",2011,2010
"1243","","","Craniella","58CJ","NCT",71.8493333333333,30.4305983333333,"massive",2011,2010
"1244","","","Polymastia hemisphaerica","58CJ","NCT",71.8297216666667,28.6285316666667,"papillate",2011,2010
"1245","","","Tentorium semisuberites","58CJ","NCT",71.8297216666667,28.6285316666667,"papillate",2011,2010
"1246","","","Tethya norvegica","58CJ","NCT",71.8297216666667,28.6285316666667,"massive",2011,2010
"1247","","","Craniella","58CJ","NCT",71.8297216666667,28.6285316666667,"massive",2011,2010
"1248","","","Geodia barretti","58CJ","NCT",71.8297216666667,28.6285316666667,"massive",2011,2010
"1249","","","Thenea","58CJ","NCT",71.8297216666667,28.6285316666667,"massive",2011,2010
"1250","","","Polymastia hemisphaerica","58CJ","NCT",71.8297216666667,28.6285316666667,"papillate",2011,2010
"1251","","","Stylocordyla borealis","58CJ","NCT",71.7923833333333,26.6786833333333,"stipulate",2011,2010
"1252","","","Craniella","58CJ","NCT",71.7923833333333,26.6786833333333,"massive",2011,2010
"1253","","","Craniella","58CJ","NCT",71.7923833333333,26.6786833333333,"massive",2011,2010
"1254","","","Craniella","58CJ","NCT",71.7408166666667,24.885995,"massive",2011,2010
"1255","","","Geodia macandrewii","58CJ","NCT",71.7408166666667,24.885995,"massive",2011,2010
"1256","","","Geodia macandrewii","58CJ","NCT",71.7408166666667,24.885995,"massive",2011,2010
"1257","","","Craniella","58CJ","NCT",71.7102166666667,23.09235,"massive",2011,2010
"1258","","","Geodia barretti","58CJ","NCT",72.2509833333333,22.9087166666667,"massive",2011,2010
"1259","","","Geodia macandrewii","58CJ","NCT",72.2509833333333,22.9087166666667,"massive",2011,2010
"1260","","","Thenea","58CJ","NCT",72.2509833333333,22.9087166666667,"massive",2011,2010
"1261","","","Geodia barretti","58CJ","NCT",72.2509833333333,22.9087166666667,"massive",2011,2010
"1262","","","Geodia macandrewii","58CJ","NCT",72.3222666666667,24.80025,"massive",2011,2010
"1263","","","Craniella","58CJ","NCT",72.3766333333333,26.71045,"massive",2011,2010
"1264","","","Geodia barretti","58CJ","NCT",72.3766333333333,26.71045,"massive",2011,2010
"1265","","","Geodia macandrewii","58CJ","NCT",72.3766333333333,26.71045,"massive",2011,2010
"1266","","","Polymastia grimaldii","58CJ","NCT",72.3766333333333,26.71045,"papillate",2011,2010
"1267","","","Polymastia hemisphaerica","58CJ","NCT",72.41005,28.5619666666667,"papillate",2011,2010
"1268","","","Craniella","58CJ","NCT",72.41005,28.5619666666667,"massive",2011,2010
"1269","","","Geodia barretti","58CJ","NCT",72.41005,28.5619666666667,"massive",2011,2010
"1270","","","Geodia macandrewii","58CJ","NCT",72.41005,28.5619666666667,"massive",2011,2010
"1271","","","Polymastia grimaldii","58CJ","NCT",71.09844,23.38234,"papillate",2011,2010
"1272","","","Polymastia hemisphaerica","58CJ","NCT",72.4284983333333,30.539075,"papillate",2011,2010
"1273","","","Tentorium semisuberites","58CJ","NCT",72.4284983333333,30.539075,"papillate",2011,2010
"1274","","","Polymastia grimaldii","58CJ","NCT",72.4284983333333,30.539075,"papillate",2011,2010
"1275","","","Polymastia hemisphaerica","58CJ","NCT",72.42525,32.5142166666667,"papillate",2011,2010
"1276","","","Thenea","58CJ","NCT",72.42525,32.5142166666667,"massive",2011,2010
"1277","","","Polymastia grimaldii","58CJ","NCT",72.42525,32.5142166666667,"papillate",2011,2010
"1278","","","Craniella","58CJ","NCT",72.418765,34.3546266666667,"massive",2011,2010
"1279","","","Polymastia grimaldii","58CJ","NCT",73.00902,30.2825833333333,"papillate",2011,2010
"1280","","","Thenea","58CJ","NCT",72.9896816666667,28.3730166666667,"massive",2011,2010
"1281","","","Polymastia hemisphaerica","58CJ","NCT",72.9896816666667,28.3730166666667,"papillate",2011,2010
"1282","","","Thenea","58CJ","NCT",72.9516166666667,26.4529833333333,"massive",2011,2010
"1283","","","Polymastia grimaldii","58CJ","NCT",72.9516166666667,26.4529833333333,"papillate",2011,2010
"1284","","","Polymastia hemisphaerica","58CJ","NCT",72.8943783333333,24.4598266666667,"papillate",2011,2010
"1285","","","Thenea","58CJ","NCT",72.8943783333333,24.4598266666667,"massive",2011,2010
"1286","","","Polymastia grimaldii","58CJ","NCT",72.8943783333333,24.4598266666667,"papillate",2011,2010
"1287","","","Polymastia hemisphaerica","58CJ","NCT",72.852055,22.6399833333333,"papillate",2011,2010
"1288","","","Polymastia uberrima","58CJ","NCT",72.852055,22.6399833333333,"papillate",2011,2010
"1289","","","Craniella","58CJ","NCT",72.852055,22.6399833333333,"massive",2011,2010
"1290","","","Geodia macandrewii","58CJ","NCT",72.852055,22.6399833333333,"massive",2011,2010
"1291","","","Thenea","58CJ","NCT",72.852055,22.6399833333333,"massive",2011,2010
"1292","","","Polymastia grimaldii","58CJ","NCT",73.47795,24.3642666666667,"papillate",2011,2010
"1293","","","Polymastia hemisphaerica","58CJ","NCT",73.47795,24.3642666666667,"papillate",2011,2010
"1294","","","Thenea","58CJ","NCT",73.47795,24.3642666666667,"massive",2011,2010
"1295","","","Polymastia grimaldii","58CJ","NCT",73.5297,26.3029166666667,"papillate",2011,2010
"1296","","","Craniella","58CJ","NCT",73.5297,26.3029166666667,"massive",2011,2010
"1297","","","Thenea","58CJ","NCT",73.5297,26.3029166666667,"massive",2011,2010
"1298","","","Polymastia grimaldii","58CJ","NCT",73.56995,28.4426666666667,"papillate",2011,2010
"1299","","","Craniella","58CJ","NCT",73.56995,28.4426666666667,"massive",2011,2010
"1300","","","Thenea","58CJ","NCT",73.56995,28.4426666666667,"massive",2011,2010
"1301","","","Polymastia grimaldii","58CJ","NCT",73.5898333333333,30.4608166666667,"papillate",2011,2010
"1302","","","Craniella","58CJ","NCT",73.5898333333333,30.4608166666667,"massive",2011,2010
"1303","","","Polymastia grimaldii","58CJ","NCT",73.58835,32.5533,"papillate",2011,2010
"1304","","","Craniella","58CJ","NCT",73.58835,32.5533,"massive",2011,2010
"1305","","","Thenea","58CJ","NCT",73.58835,32.5533,"massive",2011,2010
"1306","","","Craniella","58CJ","NCT",73.5692166666667,34.5584816666667,"massive",2011,2010
"1307","","","Stylocordyla borealis","58CJ","NCT",73.4551333333333,38.60725,"stipulate",2011,2010
"1308","","","Polymastia grimaldii","58CJ","NCT",74.04405,38.808,"papillate",2011,2010
"1309","","","Craniella","58CJ","NCT",74.04405,38.808,"massive",2011,2010
"1310","","","Tentorium semisuberites","58CJ","NCT",74.1699833333333,32.4813833333333,"papillate",2011,2010
"1311","","","Thenea","58CJ","NCT",74.1699833333333,32.4813833333333,"massive",2011,2010
"1312","","","Polymastia grimaldii","58CJ","NCT",74.1497666666667,28.1696666666667,"papillate",2011,2010
"1313","","","Craniella","58CJ","NCT",74.1497666666667,28.1696666666667,"massive",2011,2010
"1314","","","Polymastia uberrima","58HJ","NCT",80.3159333333333,12.4134833333333,"papillate",2011,2010
"1315","","","Polymastia uberrima","58HJ","NCT",80.4119166666667,12.2386,"papillate",2011,2010
"1316","","","Tentorium semisuberites","58HJ","NCT",80.4119166666667,12.2386,"papillate",2011,2010
"1317","","","Tethya norvegica","58HJ","NCT",80.4119166666667,12.2386,"massive",2011,2010
"1318","","","Tethya norvegica","58HJ","NCT",80.6652,15.7857,"massive",2011,2010
"1319","","","Craniella","58HJ","NCT",80.5532333333333,15.91705,"massive",2011,2010
"1320","","","Geodia","58HJ","NCT",80.5532333333333,15.91705,"massive",2011,2010
"1321","","","Tentorium semisuberites","58HJ","NCT",80.5917333333333,17.7202,"papillate",2011,2010
"1322","","","Geodia","58HJ","NCT",80.9459833333333,17.7101666666667,"massive",2011,2010
"1323","","","Craniella","58HJ","NCT",81.13805,17.8591333333333,"massive",2011,2010
"1324","","","Polymastia thielei","58HJ","NCT",81.2056,21.21005,"papillate",2011,2010
"1325","","","Polymastia uberrima","58HJ","NCT",81.2056,21.21005,"papillate",2011,2010
"1326","","","Tentorium semisuberites","58HJ","NCT",81.2056,21.21005,"papillate",2011,2010
"1327","","","Tethya norvegica","58HJ","NCT",81.2056,21.21005,"massive",2011,2010
"1328","","","Geodia barretti","58HJ","NCT",81.2056,21.21005,"massive",2011,2010
"1329","","","Thenea","58HJ","NCT",81.2056,21.21005,"massive",2011,2010
"1330","","","Polymastia grimaldii","58HJ","NCT",81.1642833333333,21.472,"papillate",2011,2010
"1331","","","Geodia barretti","58HJ","NCT",81.1642833333333,21.472,"massive",2011,2010
"1332","","","Geodia","58HJ","NCT",80.7786833333333,32.8884666666667,"massive",2011,2010
"1333","","","Polymastia grimaldii","58HJ","NCT",81.20155,32.9129166666667,"papillate",2011,2010
"1334","","","Stylocordyla borealis","58HJ","NCT",81.20155,32.9129166666667,"stipulate",2011,2010
"1335","","","Tethya norvegica","58HJ","NCT",81.20155,32.9129166666667,"massive",2011,2010
"1336","","","Polymastia grimaldii","58HJ","NCT",80.1300666666667,30.3733166666667,"papillate",2011,2010
"1337","","","Craniella","58HJ","NCT",80.1300666666667,30.3733166666667,"massive",2011,2010
"1338","","","Thenea","58HJ","NCT",80.1300666666667,30.3733166666667,"massive",2011,2010
"1339","","","Polymastia uberrima","58HJ","NCT",80.1513833333333,29.8670833333333,"papillate",2011,2010
"1340","","","Craniella","58HJ","NCT",80.1513833333333,29.8670833333333,"massive",2011,2010
"1341","","","Thenea","58HJ","NCT",80.1513833333333,29.8670833333333,"massive",2011,2010
"1342","","","Polymastia grimaldii","58HJ","NCT",79.1958,26.0678,"papillate",2011,2010
"1343","","","Polymastia grimaldii","58HJ","NCT",79.6582,18.7706166666667,"papillate",2011,2010
"1344","","","Polymastia hemisphaerica","58J3","NCT",70.2639133333333,18.5130233333333,"papillate",2011,2010
"1345","","","Geodia barretti","58J3","NCT",70.2639133333333,18.5130233333333,"massive",2011,2010
"1346","","","Geodia macandrewii","58J3","NCT",70.2639133333333,18.5130233333333,"massive",2011,2010
"1347","","","Geodia","58J3","NCT",70.8029233333333,18.1784133333333,"massive",2011,2010
"1348","","","Geodia macandrewii","58J3","NCT",70.8029233333333,18.1784133333333,"massive",2011,2010
"1349","","","Polymastia uberrima","58J3","NCT",71.4830333333333,19.4951083333333,"papillate",2011,2010
"1350","","","Tentorium semisuberites","58J3","NCT",71.4830333333333,19.4951083333333,"papillate",2011,2010
"1351","","","Craniella","58J3","NCT",71.4830333333333,19.4951083333333,"massive",2011,2010
"1352","","","Geodia","58J3","NCT",71.4830333333333,19.4951083333333,"massive",2011,2010
"1353","","","Geodia macandrewii","58J3","NCT",71.4830333333333,19.4951083333333,"massive",2011,2010
"1354","","","Tentorium semisuberites","58J3","NCT",71.379915,17.67185,"papillate",2011,2010
"1355","","","Geodia","58J3","NCT",71.3648033333333,16.89564,"massive",2011,2010
"1356","","","Thenea","58J3","NCT",71.3648033333333,16.89564,"massive",2011,2010
"1357","","","Thenea","58J3","NCT",71.3648033333333,16.89564,"massive",2011,2010
"1358","","","Craniella","58J3","NCT",71.8692116666667,15.90646,"massive",2011,2010
"1359","","","Polymastia hemisphaerica","58J3","NCT",71.964075,17.29733,"papillate",2011,2010
"1360","","","Tentorium semisuberites","58J3","NCT",71.964075,17.29733,"papillate",2011,2010
"1361","","","Geodia","58J3","NCT",71.964075,17.29733,"massive",2011,2010
"1362","","","Geodia barretti","58J3","NCT",71.964075,17.29733,"massive",2011,2010
"1363","","","Geodia macandrewii","58J3","NCT",71.964075,17.29733,"massive",2011,2010
"1364","","","Craniella","58J3","NCT",72.0576983333333,19.0552,"massive",2011,2010
"1365","","","Geodia barretti","58J3","NCT",72.0576983333333,19.0552,"massive",2011,2010
"1366","","","Geodia macandrewii","58J3","NCT",72.0576983333333,19.0552,"massive",2011,2010
"1367","","","Polymastia grimaldii","58J3","NCT",72.6330733333333,18.734495,"papillate",2011,2010
"1368","","","Polymastia hemisphaerica","58J3","NCT",72.6330733333333,18.734495,"papillate",2011,2010
"1369","","","Polymastia uberrima","58J3","NCT",72.6330733333333,18.734495,"papillate",2011,2010
"1370","","","Craniella","58J3","NCT",72.6330733333333,18.734495,"massive",2011,2010
"1371","","","Craniella","58J3","NCT",72.6330733333333,18.734495,"massive",2011,2010
"1372","","","Geodia barretti","58J3","NCT",72.6330733333333,18.734495,"massive",2011,2010
"1373","","","Geodia macandrewii","58J3","NCT",72.6330733333333,18.734495,"massive",2011,2010
"1374","","","Polymastia grimaldii","58J3","NCT",72.49588,16.947995,"papillate",2011,2010
"1375","","","Craniella","58J3","NCT",72.49588,16.947995,"massive",2011,2010
"1376","","","Geodia","58J3","NCT",72.49588,16.947995,"massive",2011,2010
"1377","","","Thenea","58J3","NCT",72.49588,16.947995,"massive",2011,2010
"1378","","","Geodia macandrewii","58J3","NCT",73.0694666666667,16.4479933333333,"massive",2011,2010
"1379","","","Thenea","58J3","NCT",73.0694666666667,16.4479933333333,"massive",2011,2010
"1380","","","Polymastia hemisphaerica","58J3","NCT",73.2132466666667,18.4169866666667,"papillate",2011,2010
"1381","","","Tentorium semisuberites","58J3","NCT",73.2132466666667,18.4169866666667,"papillate",2011,2010
"1382","","","Craniella","58J3","NCT",73.2132466666667,18.4169866666667,"massive",2011,2010
"1383","","","Geodia barretti","58J3","NCT",73.2132466666667,18.4169866666667,"massive",2011,2010
"1384","","","Polymastia uberrima","58J3","NCT",73.8593833333333,19.8563083333333,"papillate",2011,2010
"1385","","","Polymastia grimaldii","58J3","NCT",73.7807583333333,17.750395,"papillate",2011,2010
"1386","","","Polymastia hemisphaerica","58J3","NCT",73.61391,15.4379833333333,"papillate",2011,2010
"1387","","","Tentorium semisuberites","58J3","NCT",73.61391,15.4379833333333,"papillate",2011,2010
"1388","","","Geodia barretti","58J3","NCT",73.61391,15.4379833333333,"massive",2011,2010
"1389","","","Tentorium semisuberites","58J3","NCT",74.2410033333333,16.3946083333333,"papillate",2011,2010
"1390","","","Tentorium semisuberites","58J3","NCT",74.4140933333333,19.8771716666667,"papillate",2011,2010
"1391","","","Polymastia hemisphaerica","58J3","NCT",76.4872183333333,27.8234566666667,"papillate",2011,2010
"1392","","","Tentorium semisuberites","58J3","NCT",76.464525,35.181665,"papillate",2011,2010
"1393","","","Tentorium semisuberites","58J3","NCT",75.901129,35.0624433333333,"papillate",2011,2010
"1394","","","Polymastia grimaldii","58J3","NCT",75.76,39.8883333333333,"papillate",2011,2010
"1395","","","Tentorium semisuberites","58J3","NCT",75.76,39.8883333333333,"papillate",2011,2010
"1396","","","Polymastia grimaldii","58J3","NCT",76.22409,42.5436933333333,"papillate",2011,2010
"1397","","","Polymastia grimaldii","58J3","NCT",76.8230816666667,42.8792133333333,"papillate",2011,2010
"1398","","","Polymastia grimaldii","58J3","NCT",76.8925083333333,40.4594583333333,"papillate",2011,2010
"1399","","","Polymastia grimaldii","58J3","NCT",76.3260333333333,40.28486,"papillate",2011,2010
"1400","","","Polymastia uberrima","58J3","NCT",76.4501583333333,37.6857433333333,"papillate",2011,2010
"1401","","","Tentorium semisuberites","58J3","NCT",76.4501583333333,37.6857433333333,"papillate",2011,2010
"1402","","","Polymastia grimaldii","58J3","NCT",76.994115,37.8840866666667,"papillate",2011,2010
