"","status","HighestTaxonomicResolution","Species","Ship","SurveyMethod","MiddleLatitude","MiddleLongitude","morphotype","ObsYear","Decade"
"1","Present","Species","Suberites pagurorum","748S","BOT",57.7083,-13.6667,"massive",2005,2000
"2","Present","Species","Axinella polypoides","748S","BOT",57.4,-14.2167,"arborescent",2005,2000
"3","Present","Species","Suberites pagurorum","748S","BOT",57.6167,-14.0833,"massive",2005,2000
"4","Present","Species","Suberites pagurorum","748S","BOT",57.4,-14.2167,"massive",2005,2000
"5","Present","Species","Suberites pagurorum","748S","BOT",57.3583,-14.1,"massive",2005,2000
"6","Present","Species","Suberites pagurorum","748S","BOT",57.225,-14.1583,"massive",2005,2000
"7","Present","Species","Suberites pagurorum","748S","BOT",57.15,-14.1667,"massive",2005,2000
"8","Present","Species","Suberites pagurorum","748S","BOT",57.0917,-13.9083,"massive",2005,2000
"9","Present","Species","Suberites pagurorum","748S","BOT",56.5833,-14.7167,"massive",2005,2000
"10","Present","Species","Suberites pagurorum","748S","BOT",56.5917,-14.4917,"massive",2005,2000
"11","Present","Species","Suberites pagurorum","748S","BOT",56.8833,-14.125,"massive",2005,2000
"12","Present","Species","Suberites pagurorum","748S","BOT",56.9667,-14.1083,"massive",2005,2000
"13","Present","Species","Suberites pagurorum","748S","BOT",57.075,-14.1083,"massive",2005,2000
"14","Present","Species","Suberites pagurorum","748S","BOT",56.8,-14.275,"massive",2005,2000
"15","Present","Species","Suberites pagurorum","748S","BOT",56.75,-14.475,"massive",2005,2000
"16","Present","Species","Suberites pagurorum","748S","BOT",56.95,-13.7667,"massive",2005,2000
"17","Present","Species","Suberites pagurorum","748S","BOT",57.1417,-13.5167,"massive",2005,2000
"18","Present","Species","Suberites pagurorum","748S","BOT",57.25,-13.575,"massive",2005,2000
"19","Present","Species","Suberites pagurorum","748S","BOT",57.3333,-13.8583,"massive",2005,2000
"20","Present","Species","Suberites pagurorum","748S","BOT",57.4083,-13.6167,"massive",2005,2000
"21","Present","Species","Suberites pagurorum","748S","BOT",56.7545,-9.04933,"massive",2005,2000
"22","Present","Species","Phakellia ventilabrum","748S","BOT",57.6717,-14.0663,"flabellate",2006,2000
"23","Present","Species","Phakellia ventilabrum","748S","BOT",57.7872,-13.9049,"flabellate",2006,2000
"24","Present","Species","Suberites pagurorum","748S","BOT",57.5064,-14.0075,"massive",2006,2000
"25","Present","Species","Suberites pagurorum","748S","BOT",57.9057,-13.6812,"massive",2006,2000
"26","Present","Species","Phakellia ventilabrum","748S","BOT",57.6337,-13.4748,"flabellate",2006,2000
"27","Present","Species","Phakellia ventilabrum","748S","BOT",57.3519,-13.6922,"flabellate",2006,2000
"28","Present","Species","Phakellia ventilabrum","748S","BOT",57.3755,-13.4937,"flabellate",2006,2000
"29","Present","Species","Suberites pagurorum","748S","BOT",57.7299,-13.3797,"massive",2006,2000
"30","Present","Species","Suberites pagurorum","748S","BOT",57.1368,-13.5437,"massive",2006,2000
"31","Present","Species","Suberites pagurorum","748S","BOT",57.2563,-13.7035,"massive",2006,2000
"32","Present","Species","Suberites pagurorum","748S","BOT",57.3415,-13.883,"massive",2006,2000
"33","Present","Species","Suberites pagurorum","748S","BOT",57.0271,-13.8302,"massive",2006,2000
"34","Present","Species","Suberites pagurorum","748S","BOT",56.9663,-13.7538,"massive",2006,2000
"35","Present","Species","Phakellia ventilabrum","748S","BOT",56.7375,-14.726,"flabellate",2006,2000
"36","Present","Species","Phakellia ventilabrum","748S","BOT",56.7985,-14.2967,"flabellate",2006,2000
"37","Present","Species","Suberites pagurorum","748S","BOT",56.4673,-14.6343,"massive",2006,2000
"38","Present","Species","Suberites pagurorum","748S","BOT",56.6058,-14.5063,"massive",2006,2000
"39","Present","Species","Suberites pagurorum","748S","BOT",56.5883,-14.7415,"massive",2006,2000
"40","Present","Species","Suberites pagurorum","748S","BOT",56.7375,-14.726,"massive",2006,2000
"41","Present","Species","Suberites pagurorum","748S","BOT",56.7801,-14.4632,"massive",2006,2000
"42","Present","Species","Suberites pagurorum","748S","BOT",56.7985,-14.2967,"massive",2006,2000
"43","Present","Species","Phakellia ventilabrum","748S","BOT",57.4063,-14.2299,"flabellate",2006,2000
"44","Present","Species","Phakellia ventilabrum","748S","BOT",57.1564,-14.1313,"flabellate",2006,2000
"45","Present","Species","Suberites pagurorum","748S","BOT",57.4063,-14.2299,"massive",2006,2000
"46","Present","Species","Suberites pagurorum","748S","BOT",57.2283,-14.1623,"massive",2006,2000
"47","Present","Species","Suberites pagurorum","748S","BOT",57.1564,-14.1313,"massive",2006,2000
"48","Present","Species","Suberites pagurorum","748S","BOT",56.9701,-14.1489,"massive",2006,2000
"49","Present","Species","Axinella polypoides","748S","BOT",56.7442,-9.051,"arborescent",2006,2000
"50","Present","Species","Suberites pagurorum","748S","BOT",55.1752,-10.1742,"massive",2006,2000
"51","Present","Species","Suberites pagurorum","748S","BOT",55.9255,-9.44567,"massive",2006,2000
"52","Present","Genus","Geodia","748S","BOT",56.8117,-9.3555,"massive",2006,2000
"53","Present","Species","Axinella infundibuliformis","748S","BOT",57.4716,-13.6918,"caliculate",2007,2000
"54","Present","Species","Axinella infundibuliformis","748S","BOT",57.4947,-14.013,"caliculate",2007,2000
"55","Present","Species","Axinella infundibuliformis","748S","BOT",57.6754,-14.0702,"caliculate",2007,2000
"56","Present","Species","Suberites pagurorum","748S","BOT",57.5,-13.4366,"massive",2007,2000
"57","Present","Species","Suberites pagurorum","748S","BOT",57.4716,-13.6918,"massive",2007,2000
"58","Present","Species","Suberites pagurorum","748S","BOT",57.4947,-14.013,"massive",2007,2000
"59","Present","Species","Suberites pagurorum","748S","BOT",57.6754,-14.0702,"massive",2007,2000
"60","Present","Species","Axinella infundibuliformis","748S","BOT",57.7844,-13.7894,"caliculate",2007,2000
"61","Present","Species","Axinella infundibuliformis","748S","BOT",57.9041,-13.6745,"caliculate",2007,2000
"62","Present","Species","Axinella infundibuliformis","748S","BOT",57.8544,-13.6244,"caliculate",2007,2000
"63","Present","Species","Suberites pagurorum","748S","BOT",57.7844,-13.7894,"massive",2007,2000
"64","Present","Species","Suberites pagurorum","748S","BOT",57.7468,-13.4163,"massive",2007,2000
"65","Present","Species","Axinella infundibuliformis","748S","BOT",57.6325,-13.4859,"caliculate",2007,2000
"66","Present","Species","Axinella infundibuliformis","748S","BOT",57.4583,-13.5694,"caliculate",2007,2000
"67","Present","Species","Axinella infundibuliformis","748S","BOT",57.3642,-13.6825,"caliculate",2007,2000
"68","Present","Species","Suberites pagurorum","748S","BOT",57.4583,-13.5694,"massive",2007,2000
"69","Present","Species","Suberites pagurorum","748S","BOT",57.3642,-13.6825,"massive",2007,2000
"70","Present","Species","Suberites pagurorum","748S","BOT",57.2547,-13.6945,"massive",2007,2000
"71","Present","Species","Axinella infundibuliformis","748S","BOT",56.9697,-13.6756,"caliculate",2007,2000
"72","Present","Species","Axinella infundibuliformis","748S","BOT",57.3798,-14.143,"caliculate",2007,2000
"73","Present","Species","Axinella polypoides","748S","BOT",57.1601,-13.5103,"arborescent",2007,2000
"74","Present","Species","Suberites pagurorum","748S","BOT",57.1601,-13.5103,"massive",2007,2000
"75","Present","Species","Suberites pagurorum","748S","BOT",56.9697,-13.6756,"massive",2007,2000
"76","Present","Species","Suberites pagurorum","748S","BOT",57.3798,-14.143,"massive",2007,2000
"77","Present","Species","Axinella infundibuliformis","748S","BOT",57.0791,-13.9709,"caliculate",2007,2000
"78","Present","Species","Axinella infundibuliformis","748S","BOT",56.7889,-14.4629,"caliculate",2007,2000
"79","Present","Species","Phakellia ventilabrum","748S","BOT",57.0601,-14.1401,"flabellate",2007,2000
"80","Present","Species","Phakellia ventilabrum","748S","BOT",57.0107,-13.8577,"flabellate",2007,2000
"81","Present","Species","Suberites ficus","748S","BOT",57.0107,-13.8577,"massive",2007,2000
"82","Present","Species","Suberites ficus","748S","BOT",57.0791,-13.9709,"massive",2007,2000
"83","Present","Species","Suberites pagurorum","748S","BOT",57.4123,-14.2351,"massive",2007,2000
"84","Present","Species","Suberites pagurorum","748S","BOT",57.2276,-14.1666,"massive",2007,2000
"85","Present","Species","Suberites pagurorum","748S","BOT",56.8585,-14.1451,"massive",2007,2000
"86","Present","Species","Suberites pagurorum","748S","BOT",56.9414,-14.3641,"massive",2007,2000
"87","Present","Species","Axinella infundibuliformis","748S","BOT",56.593,-14.7093,"caliculate",2007,2000
"88","Present","Species","Axinella infundibuliformis","748S","BOT",56.7297,-14.7297,"caliculate",2007,2000
"89","Present","Species","Phakellia ventilabrum","748S","BOT",56.7297,-14.7297,"flabellate",2007,2000
"90","Present","Species","Phakellia ventilabrum","748S","BOT",56.5953,-14.5213,"flabellate",2007,2000
"91","Present","Species","Suberites pagurorum","748S","BOT",56.593,-14.7093,"massive",2007,2000
"92","Present","Species","Suberites pagurorum","748S","BOT",56.7297,-14.7297,"massive",2007,2000
"93","Present","Species","Suberites pagurorum","748S","BOT",56.5953,-14.5213,"massive",2007,2000
"94","Present","Species","Suberites pagurorum","748S","BOT",56.5342,-14.5521,"massive",2007,2000
"95","Present","Species","Suberites pagurorum","748S","BOT",56.4643,-14.6304,"massive",2007,2000
"96","Present","Genus","Geodia","748S","BOT",56.196,-9.37083,"massive",2007,2000
"97","Present","Species","Antho dichotoma","748S","BOT",58.4054,-14.5569,"arborescent",2008,2000
"98","Present","Species","Antho dichotoma","748S","BOT",57.9552,-14.4596,"arborescent",2008,2000
"99","Present","Genus","Phakellia","748S","BOT",57.6173,-14.1068,"flabellate",2008,2000
"100","Present","Species","Axinella infundibuliformis","748S","BOT",57.7837,-13.7912,"caliculate",2008,2000
"101","Present","Species","Axinella infundibuliformis","748S","BOT",57.6737,-14.0426,"caliculate",2008,2000
"102","Present","Genus","Phakellia","748S","BOT",57.8508,-13.6275,"flabellate",2008,2000
"103","Present","Species","Suberites pagurorum","748S","BOT",57.9012,-13.6948,"massive",2008,2000
"104","Present","Species","Suberites pagurorum","748S","BOT",57.5466,-14.0254,"massive",2008,2000
"105","Present","Species","Suberites pagurorum","748S","BOT",57.4207,-14.2434,"massive",2008,2000
"106","Present","Species","Suberites pagurorum","748S","BOT",57.3774,-14.1373,"massive",2008,2000
"107","Present","Species","Suberites pagurorum","748S","BOT",57.344,-14.1347,"massive",2008,2000
"108","Present","Species","Suberites pagurorum","748S","BOT",57.2254,-14.1702,"massive",2008,2000
"109","Present","Species","Suberites pagurorum","748S","BOT",57.1553,-14.1745,"massive",2008,2000
"110","Present","Genus","Phakellia","748S","BOT",56.5798,-14.7827,"flabellate",2008,2000
"111","Present","Species","Suberites ficus","748S","BOT",56.5405,-14.5521,"massive",2008,2000
"112","Present","Species","Suberites pagurorum","748S","BOT",56.7388,-14.7323,"massive",2008,2000
"113","Present","Species","Suberites pagurorum","748S","BOT",56.5798,-14.7827,"massive",2008,2000
"114","Present","Species","Suberites pagurorum","748S","BOT",56.4654,-14.6693,"massive",2008,2000
"115","Present","Species","Suberites pagurorum","748S","BOT",56.5405,-14.5521,"massive",2008,2000
"116","Present","Genus","Phakellia","748S","BOT",56.9672,-14.1602,"flabellate",2008,2000
"117","Present","Genus","Phakellia","748S","BOT",57.0254,-13.8314,"flabellate",2008,2000
"118","Present","Species","Suberites pagurorum","748S","BOT",56.7813,-14.2943,"massive",2008,2000
"119","Present","Species","Suberites pagurorum","748S","BOT",56.9672,-14.1602,"massive",2008,2000
"120","Present","Species","Suberites pagurorum","748S","BOT",57.0505,-14.1838,"massive",2008,2000
"121","Present","Species","Suberites pagurorum","748S","BOT",57.0254,-13.8314,"massive",2008,2000
"122","Present","Species","Suberites pagurorum","748S","BOT",56.9648,-13.7414,"massive",2008,2000
"123","Present","Genus","Phakellia","748S","BOT",57.2783,-13.5731,"flabellate",2008,2000
"124","Present","Genus","Phakellia","748S","BOT",57.2582,-13.9057,"flabellate",2008,2000
"125","Present","Species","Suberites ficus","748S","BOT",57.2783,-13.5731,"massive",2008,2000
"126","Present","Species","Suberites pagurorum","748S","BOT",57.2641,-13.6856,"massive",2008,2000
"127","Present","Species","Suberites pagurorum","748S","BOT",57.3504,-13.7137,"massive",2008,2000
"128","Present","Species","Suberites pagurorum","748S","BOT",57.3738,-13.5431,"massive",2008,2000
"129","Present","Species","Axinella infundibuliformis","748S","BOT",57.4612,-13.7101,"caliculate",2008,2000
"130","Present","Species","Suberites pagurorum","748S","BOT",57.7265,-13.3823,"massive",2008,2000
"131","Present","Genus","Geodia","748S","BOT",56.2302,-9.37133,"massive",2008,2000
"132","Present","Species","Antho dichotoma","748S","BOT",57.8474,-13.6179,"arborescent",2009,2000
"133","Present","Species","Axinella infundibuliformis","748S","BOT",57.7312,-13.5644,"caliculate",2009,2000
"134","Present","Species","Craniella cranium","748S","BOT",57.7312,-13.5644,"massive",2009,2000
"135","Present","Genus","Phakellia","748S","BOT",57.7312,-13.5644,"flabellate",2009,2000
"136","Present","Genus","Phakellia","748S","BOT",57.8474,-13.6179,"flabellate",2009,2000
"137","Present","Species","Suberites pagurorum","748S","BOT",57.7147,-13.3517,"massive",2009,2000
"138","Present","Species","Suberites pagurorum","748S","BOT",57.7312,-13.5644,"massive",2009,2000
"139","Present","Species","Suberites pagurorum","748S","BOT",57.9058,-13.6314,"massive",2009,2000
"140","Present","Species","Axinella infundibuliformis","748S","BOT",57.6211,-14.0869,"caliculate",2009,2000
"141","Present","Species","Axinella infundibuliformis","748S","BOT",57.4011,-14.081,"caliculate",2009,2000
"142","Present","Species","Axinella infundibuliformis","748S","BOT",57.4168,-14.2389,"caliculate",2009,2000
"143","Present","Species","Craniella cranium","748S","BOT",57.4168,-14.2389,"massive",2009,2000
"144","Present","Genus","Phakellia","748S","BOT",57.3397,-14.1417,"flabellate",2009,2000
"145","Present","Species","Suberites pagurorum","748S","BOT",57.6211,-14.0869,"massive",2009,2000
"146","Present","Species","Suberites pagurorum","748S","BOT",57.4011,-14.081,"massive",2009,2000
"147","Present","Species","Suberites pagurorum","748S","BOT",57.3397,-14.1417,"massive",2009,2000
"148","Present","Species","Suberites pagurorum","748S","BOT",57.4168,-14.2389,"massive",2009,2000
"149","Present","Species","Axinella infundibuliformis","748S","BOT",57.1075,-14.3169,"caliculate",2009,2000
"150","Present","Species","Axinella infundibuliformis","748S","BOT",57.0532,-14.1692,"caliculate",2009,2000
"151","Present","Species","Axinella infundibuliformis","748S","BOT",56.9125,-14.5949,"caliculate",2009,2000
"152","Present","Species","Axinella infundibuliformis","748S","BOT",56.7383,-14.7167,"caliculate",2009,2000
"153","Present","Species","Craniella zetlandica","748S","BOT",57.4168,-14.2389,"massive",2009,2000
"154","Present","Genus","Phakellia","748S","BOT",57.2275,-14.1706,"flabellate",2009,2000
"155","Present","Genus","Phakellia","748S","BOT",57.1645,-14.1308,"flabellate",2009,2000
"156","Present","Genus","Phakellia","748S","BOT",57.1075,-14.3169,"flabellate",2009,2000
"157","Present","Species","Suberites pagurorum","748S","BOT",57.2275,-14.1706,"massive",2009,2000
"158","Present","Species","Suberites pagurorum","748S","BOT",57.1645,-14.1308,"massive",2009,2000
"159","Present","Species","Suberites pagurorum","748S","BOT",56.9125,-14.5949,"massive",2009,2000
"160","Present","Species","Suberites pagurorum","748S","BOT",56.7383,-14.7167,"massive",2009,2000
"161","Present","Species","Axinella infundibuliformis","748S","BOT",56.1927,-15.0579,"caliculate",2009,2000
"162","Present","Species","Suberites pagurorum","748S","BOT",56.5412,-14.5447,"massive",2009,2000
"163","Present","Species","Suberites pagurorum","748S","BOT",56.6008,-14.6939,"massive",2009,2000
"164","Present","Species","Axinella infundibuliformis","748S","BOT",56.804,-14.3008,"caliculate",2009,2000
"165","Present","Species","Axinella infundibuliformis","748S","BOT",56.8749,-14.1477,"caliculate",2009,2000
"166","Present","Species","Axinella infundibuliformis","748S","BOT",56.9703,-14.1798,"caliculate",2009,2000
"167","Present","Species","Axinella infundibuliformis","748S","BOT",56.9601,-13.7573,"caliculate",2009,2000
"168","Present","Genus","Phakellia","748S","BOT",56.804,-14.3008,"flabellate",2009,2000
"169","Present","Genus","Phakellia","748S","BOT",56.8749,-14.1477,"flabellate",2009,2000
"170","Present","Genus","Phakellia","748S","BOT",56.9703,-14.1798,"flabellate",2009,2000
"171","Present","Genus","Phakellia","748S","BOT",57.0361,-13.7909,"flabellate",2009,2000
"172","Present","Species","Suberites pagurorum","748S","BOT",56.7858,-14.117,"massive",2009,2000
"173","Present","Species","Suberites pagurorum","748S","BOT",56.804,-14.3008,"massive",2009,2000
"174","Present","Species","Suberites pagurorum","748S","BOT",56.8749,-14.1477,"massive",2009,2000
"175","Present","Species","Suberites pagurorum","748S","BOT",56.9703,-14.1798,"massive",2009,2000
"176","Present","Species","Suberites pagurorum","748S","BOT",57.0361,-13.7909,"massive",2009,2000
"177","Present","Species","Suberites pagurorum","748S","BOT",56.9601,-13.7573,"massive",2009,2000
"178","Present","Species","Axinella infundibuliformis","748S","BOT",57.1358,-13.5388,"caliculate",2009,2000
"179","Present","Species","Axinella infundibuliformis","748S","BOT",57.2613,-13.6864,"caliculate",2009,2000
"180","Present","Species","Axinella infundibuliformis","748S","BOT",57.3366,-13.8938,"caliculate",2009,2000
"181","Present","Species","Axinella infundibuliformis","748S","BOT",57.4504,-13.7521,"caliculate",2009,2000
"182","Present","Species","Suberites pagurorum","748S","BOT",57.1358,-13.5388,"massive",2009,2000
"183","Present","Species","Suberites pagurorum","748S","BOT",57.2595,-13.5874,"massive",2009,2000
"184","Present","Species","Suberites pagurorum","748S","BOT",57.3366,-13.8938,"massive",2009,2000
"185","Present","Species","Suberites pagurorum","748S","BOT",57.3462,-13.7275,"massive",2009,2000
"186","Present","Species","Suberites pagurorum","748S","BOT",57.4504,-13.7521,"massive",2009,2000
"187","Present","Species","Suberites pagurorum","748S","BOT",57.4443,-13.5819,"massive",2009,2000
"188","Present","Species","Axinella infundibuliformis","748S","BOT",57.3732,-13.5383,"caliculate",2009,2000
"189","Present","Genus","Phakellia","748S","BOT",57.3732,-13.5383,"flabellate",2009,2000
"190","Present","Species","Suberites pagurorum","748S","BOT",57.5069,-13.4302,"massive",2009,2000
"191","Present","Genus","Geodia","748S","BOT",58.4775,-9.37625,"massive",2009,2000
"192","Present","Genus","Geodia","748S","BOT",59.3698,-10.108,"massive",2009,2000
"193","Present","Species","Axinella infundibuliformis","748S","BOT",58.8386,-7.7505,"caliculate",2009,2000
"194","Present","Species","Suberites pagurorum","748S","BOT",57.2972,-13.7508,"massive",2010,2010
"195","Present","Species","Antho dichotoma","748S","BOT",56.9472,-14.9143,"arborescent",2010,2010
"196","Present","Species","Antho dichotoma","748S","BOT",57.7703,-14.5842,"arborescent",2010,2010
"197","Present","Species","Pheronema carpenteri","748S","BOT",58.4087,-14.5672,"stipulate",2010,2010
"198","Present","Species","Geodia barretti","748S","BOT",57.7342,-13.0624,"massive",2010,2010
"199","Present","Species","Phakellia ventilabrum","748S","BOT",57.5412,-13.235,"flabellate",2010,2010
"200","Present","Genus","Phakellia","748S","BOT",57.9394,-13.0221,"flabellate",2010,2010
"201","Present","Species","Antho dichotoma","748S","BOT",58.1114,-13.4117,"arborescent",2011,2010
"202","Present","Species","Antho dichotoma","748S","BOT",58.2037,-13.5743,"arborescent",2011,2010
"203","Present","Genus","Phakellia","748S","BOT",58.1114,-13.4117,"flabellate",2011,2010
"204","Present","Species","Antho dichotoma","748S","BOT",58.1733,-14.9788,"arborescent",2011,2010
"205","Present","Genus","Phakellia","748S","BOT",57.7164,-14.5737,"flabellate",2011,2010
"206","Present","Species","Antho dichotoma","748S","BOT",56.5387,-14.9334,"arborescent",2011,2010
"207","Present","Species","Axinella infundibuliformis","748S","BOT",56.5387,-14.9334,"caliculate",2011,2010
"208","Present","Genus","Phakellia","748S","BOT",56.5387,-14.9334,"flabellate",2011,2010
"209","Present","Genus","Geodia","748S","BOT",62.1018,2.31783,"massive",2011,2010
"210","Present","Species","Antho dichotoma","748S","BOT",59.1149,-0.140333,"arborescent",2011,2010
"211","Present","Species","Axinella infundibuliformis","748S","BOT",57.6323,-13.4997,"caliculate",2011,2010
"212","Present","Species","Axinella infundibuliformis","748S","BOT",57.8128,-13.3889,"caliculate",2011,2010
"213","Present","Species","Axinella infundibuliformis","748S","BOT",57.7995,-13.5028,"caliculate",2011,2010
"214","Present","Species","Axinella infundibuliformis","748S","BOT",57.8139,-13.726,"caliculate",2011,2010
"215","Present","Species","Craniella cranium","748S","BOT",57.6323,-13.4997,"massive",2011,2010
"216","Present","Genus","Phakellia","748S","BOT",57.6323,-13.4997,"flabellate",2011,2010
"217","Present","Species","Phakellia","748S","BOT",57.8353,-13.6462,"flabellate",2011,2010
"218","Present","Genus","Phakellia ventilabrum","748S","BOT",57.7995,-13.5028,"flabellate",2011,2010
"219","Present","Species","Phakellia ventilabrum","748S","BOT",57.8139,-13.726,"flabellate",2011,2010
"220","Present","Species","Suberites ficus","748S","BOT",57.7995,-13.5028,"massive",2011,2010
"221","Present","Species","Suberites pagurorum","748S","BOT",57.8128,-13.3889,"massive",2011,2010
"222","Present","Species","Suberites pagurorum","748S","BOT",57.7995,-13.5028,"massive",2011,2010
"223","Present","Species","Axinella infundibuliformis","748S","BOT",57.4609,-13.7475,"caliculate",2011,2010
"224","Present","Species","Axinella infundibuliformis","748S","BOT",57.3447,-13.7338,"caliculate",2011,2010
"225","Present","Species","Axinella infundibuliformis","748S","BOT",57.4975,-13.5074,"caliculate",2011,2010
"226","Present","Species","Axinella infundibuliformis","748S","BOT",57.5755,-13.4796,"caliculate",2011,2010
"227","Present","Species","Craniella cranium","748S","BOT",57.4975,-13.5074,"massive",2011,2010
"228","Present","Species","Craniella cranium","748S","BOT",57.5755,-13.4796,"massive",2011,2010
"229","Present","Genus","Phakellia","748S","BOT",57.4975,-13.5074,"flabellate",2011,2010
"230","Present","Genus","Phakellia","748S","BOT",57.5401,-13.3791,"flabellate",2011,2010
"231","Present","Species","Phakellia ventilabrum","748S","BOT",57.3447,-13.7338,"flabellate",2011,2010
"232","Present","Species","Suberites pagurorum","748S","BOT",57.4609,-13.7475,"massive",2011,2010
"233","Present","Species","Suberites pagurorum","748S","BOT",57.3447,-13.7338,"massive",2011,2010
"234","Present","Species","Suberites pagurorum","748S","BOT",57.4975,-13.5074,"massive",2011,2010
"235","Present","Species","Suberites pagurorum","748S","BOT",57.5401,-13.3791,"massive",2011,2010
"236","Present","Genus","Phakellia","748S","BOT",57.5379,-13.2393,"flabellate",2011,2010
"237","Present","Genus","Phakellia","748S","BOT",57.5703,-12.991,"flabellate",2011,2010
"238","Present","Genus","Phakellia","748S","BOT",57.6473,-12.9761,"flabellate",2011,2010
"239","Present","Genus","Phakellia","748S","BOT",57.6307,-13.2409,"flabellate",2011,2010
"240","Present","Species","Suberites pagurorum","748S","BOT",57.5379,-13.2393,"massive",2011,2010
"241","Present","Species","Suberites pagurorum","748S","BOT",57.5703,-12.991,"massive",2011,2010
"242","Present","Species","Suberites pagurorum","748S","BOT",57.6473,-12.9761,"massive",2011,2010
"243","Present","Species","Suberites pagurorum","748S","BOT",57.6307,-13.2409,"massive",2011,2010
"244","Present","Species","Pheronema carpenteri","748S","BOT",57.6268,-12.8156,"stipulate",2011,2010
"245","Present","Species","Pheronema carpenteri","748S","BOT",57.6234,-12.7755,"stipulate",2011,2010
"246","Present","Species","Antho dichotoma","748S","BOT",57.6268,-12.8156,"arborescent",2011,2010
"247","Present","Species","Antho dichotoma","748S","BOT",57.6026,-12.6137,"arborescent",2011,2010
"248","Present","Species","Axinella infundibuliformis","748S","BOT",57.6845,-13.6938,"caliculate",2011,2010
"249","Present","Species","Suberites pagurorum","748S","BOT",57.6845,-13.6938,"massive",2011,2010
"250","Present","Species","Pheronema carpenteri","748S","BOT",57.6249,-12.8156,"stipulate",2011,2010
"251","Present","Species","Craniella cranium","748S","BOT",57.6249,-12.8156,"massive",2011,2010
"252","Present","Species","Axinella infundibuliformis","748S","BOT",57.7148,-13.6373,"caliculate",2011,2010
"253","Present","Species","Axinella infundibuliformis","748S","BOT",57.8161,-13.5755,"caliculate",2011,2010
"254","Present","Species","Axinella infundibuliformis","748S","BOT",57.8815,-13.6515,"caliculate",2011,2010
"255","Present","Species","Craniella cranium","748S","BOT",57.7148,-13.6373,"massive",2011,2010
"256","Present","Species","Craniella zetlandica","748S","BOT",57.7148,-13.6373,"massive",2011,2010
"257","Present","Species","Phakellia ventilabrum","748S","BOT",57.6344,-13.0845,"flabellate",2011,2010
"258","Present","Species","Phakellia ventilabrum","748S","BOT",57.6453,-13.1642,"flabellate",2011,2010
"259","Present","Species","Phakellia ventilabrum","748S","BOT",57.7148,-13.6373,"flabellate",2011,2010
"260","Present","Species","Suberites pagurorum","748S","BOT",57.6344,-13.0845,"massive",2011,2010
"261","Present","Species","Suberites pagurorum","748S","BOT",57.8161,-13.5755,"massive",2011,2010
"262","Present","Species","Suberites pagurorum","748S","BOT",57.8815,-13.6515,"massive",2011,2010
"263","Present","Species","Suberites pagurorum","748S","BOT",57.6756,-13.7991,"massive",2011,2010
"264","Present","Species","Antho dichotoma","748S","BOT",57.3385,-14.9288,"arborescent",2011,2010
"265","Present","Species","Phakellia ventilabrum","748S","BOT",57.563,-14.1557,"flabellate",2011,2010
"266","Present","Species","Suberites pagurorum","748S","BOT",57.0274,-14.8819,"massive",2011,2010
"267","Present","Species","Antho dichotoma","748S","BOT",56.597,-15.1479,"arborescent",2011,2010
"268","Present","Species","Axinella infundibuliformis","748S","BOT",56.9159,-14.4248,"caliculate",2011,2010
"269","Present","Species","Craniella cranium","748S","BOT",56.9773,-14.4198,"massive",2011,2010
"270","Present","Species","Craniella zetlandica","748S","BOT",56.7379,-14.8002,"massive",2011,2010
"271","Present","Species","Phakellia ventilabrum","748S","BOT",56.8068,-14.9347,"flabellate",2011,2010
"272","Present","Species","Phakellia ventilabrum","748S","BOT",56.5334,-15.0085,"flabellate",2011,2010
"273","Present","Species","Phakellia ventilabrum","748S","BOT",56.5641,-14.8773,"flabellate",2011,2010
"274","Present","Species","Phakellia ventilabrum","748S","BOT",56.7379,-14.8002,"flabellate",2011,2010
"275","Present","Species","Suberites pagurorum","748S","BOT",56.9432,-14.9124,"massive",2011,2010
"276","Present","Species","Suberites pagurorum","748S","BOT",56.5641,-14.8773,"massive",2011,2010
"277","Present","Species","Suberites pagurorum","748S","BOT",56.7379,-14.8002,"massive",2011,2010
"278","Present","Species","Suberites pagurorum","748S","BOT",56.9159,-14.4248,"massive",2011,2010
"279","Present","Species","Suberites pagurorum","748S","BOT",56.9773,-14.4198,"massive",2011,2010
"280","Present","Species","Phakellia ventilabrum","748S","BOT",56.4128,-15.2536,"flabellate",2011,2010
"281","Present","Species","Suberites pagurorum","748S","BOT",56.4128,-15.2536,"massive",2011,2010
"282","Present","Species","Suberites pagurorum","748S","BOT",56.1989,-15.0181,"massive",2011,2010
"283","Present","Species","Suberites pagurorum","748S","BOT",56.555,-14.4975,"massive",2011,2010
"284","Present","Species","Suberites pagurorum","748S","BOT",56.5971,-14.3861,"massive",2011,2010
"285","Present","Species","Suberites pagurorum","748S","BOT",56.6711,-14.3406,"massive",2011,2010
"286","Present","Species","Suberites pagurorum","748S","BOT",56.66,-14.1071,"massive",2011,2010
"287","Present","Species","Suberites pagurorum","748S","BOT",56.7188,-14.0414,"massive",2011,2010
"288","Present","Species","Suberites pagurorum","748S","BOT",57.0519,-13.8475,"massive",2011,2010
"289","Present","Species","Craniella cranium","748S","BOT",57.2345,-13.486,"massive",2011,2010
"290","Present","Species","Phakellia ventilabrum","748S","BOT",57.1455,-13.2108,"flabellate",2011,2010
"291","Present","Species","Phakellia ventilabrum","748S","BOT",57.2345,-13.486,"flabellate",2011,2010
