"terrain_ruggedness_index","sws_mean","o2_mean","si_mean","thetao_mean"
350,0.3,220,10,8
350,0.3,220,10,8
350,0.3,220,10,8
350,0.3,220,10,8
350,0.3,220,10,8
350,0.3,220,10,8
350,0.3,220,10,8
350,0.3,220,10,8
350,0.3,220,10,8
350,0.3,220,10,8
350,0.3,220,10,8
350,0.3,220,10,8
350,0.3,220,10,8
350,0.3,220,10,8
350,0.3,220,10,8
350,0.3,220,10,8
170,0.1,240,10,8
170,0.1,240,10,8
170,0.1,240,10,8
170,0.1,240,10,8
110,0.4,250,10,4
110,0.4,250,10,4
110,0.4,250,10,4
110,0.4,250,10,4
110,0.4,250,10,4
200,0.2,220,10,6
200,0.2,220,10,6
200,0.2,220,10,6
200,0.2,220,10,6
200,0.2,220,10,6
80,0,240,10,8
80,0,240,10,8
80,0,240,10,8
80,0,240,10,8
80,0,240,10,8
80,0,240,10,8
80,0,240,10,8
80,0,240,10,8
80,0,240,10,8
80,0,240,10,8
80,0,240,10,8
250,0.1,190,10,10
170,0,260,10,4
80,0,300,10,0
10,0,220,10,10
100,0,210,10,12
0,0,300,10,0
0,0,320,10,0
10,0,310,10,2
10,0,300,10,2
10,0,290,10,4
10,0,290,10,4
0,0,290,10,2
20,0.1,290,10,2
20,0.1,290,10,2
0,0.1,290,10,4
10,0,280,10,4
10,0,280,10,4
0,0,290,10,4
0,0,290,10,4
0,0,290,10,2
10,0,290,10,4
10,0,290,10,4
0,0,290,10,4
0,0,290,10,4
10,0.1,280,10,4
10,0.1,280,10,4
0,0,280,10,4
0,0,280,10,4
10,0,290,10,4
10,0,290,10,4
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
20,0,300,10,2
10,0,300,10,2
10,0,300,10,2
40,0.1,300,10,2
40,0.1,300,10,2
40,0.1,300,10,2
100,0.2,300,10,4
100,0.2,300,10,4
0,0,310,10,2
10,0,310,10,2
20,0,300,10,0
20,0,300,10,0
0,0.1,310,10,2
0,0.1,310,10,2
0,0,310,10,0
0,0,310,10,0
10,0,320,10,0
0,0,290,10,2
0,0,280,10,4
0,0,280,10,4
10,0.1,290,10,4
10,0.1,300,10,2
0,0.1,310,10,2
10,0,300,10,4
0,0,290,10,4
10,0,290,10,4
0,0,280,10,4
10,0,290,10,4
10,0,290,10,4
10,0,300,10,2
10,0,300,10,2
0,0,310,10,2
10,0,290,10,2
0,0,290,10,4
0,0,290,10,4
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
0,0,290,10,6
10,0,290,10,4
0,0,290,10,4
10,0,290,10,6
10,0,290,10,4
30,0.1,280,10,6
30,0.1,280,10,6
10,0.1,290,10,6
70,0.1,300,0,6
70,0.1,300,0,6
10,0.1,290,10,6
10,0.1,290,10,6
0,0,280,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,300,10,2
30,0,300,10,2
0,0,300,10,0
20,0,300,10,0
20,0,300,10,0
10,0,300,10,0
10,0,300,10,0
10,0,300,10,0
10,0,310,10,2
10,0,310,10,2
10,0,310,10,0
0,0,300,10,0
0,0,300,10,0
0,0,300,10,0
10,0,300,10,0
10,0,310,10,2
10,0,300,10,0
10,0,300,10,0
20,0,300,10,0
20,0,300,10,0
40,0.1,300,10,4
40,0.1,300,10,4
20,0,310,10,2
20,0,310,10,2
180,0.1,290,10,4
180,0.1,290,10,4
0,0,290,10,4
20,0.1,290,10,4
20,0.1,290,10,4
10,0,200,10,14
130,0,180,10,12
170,0,190,10,12
50,0,200,10,12
70,0.1,220,10,12
20,0,250,0,14
100,0,210,10,12
310,0,180,10,12
20,0,250,0,14
60,0,180,10,12
20,0,200,10,12
10,0,200,10,12
40,0,220,10,14
40,0,220,10,14
70,0.1,240,0,12
230,0,210,10,12
30,0,220,10,12
30,0,220,10,12
100,0,200,10,12
100,0,210,10,12
40,0.1,240,0,14
40,0.1,240,0,14
40,0.1,230,10,14
10,0,200,10,12
20,0,200,10,14
250,0,180,10,12
70,0.1,240,0,12
80,0,200,10,12
40,0.1,240,0,14
50,0,200,10,12
100,0,190,10,12
30,0,200,10,14
20,0,190,10,12
30,0,210,10,12
20,0,220,10,12
20,0,220,10,12
590,0,180,10,10
20,0,190,10,12
100,0,180,10,12
10,0,200,10,12
200,0,200,10,12
40,0,220,10,12
280,0,190,10,12
20,0,220,10,12
180,0,190,10,12
20,0,190,10,10
20,0,190,10,10
20,0,190,10,10
20,0,190,10,10
60,0,190,10,10
60,0,190,10,10
30,0,190,10,10
50,0,190,10,10
20,0,190,10,10
130,0,190,10,10
60,0,190,10,10
110,0,190,10,10
150,0.1,190,10,10
40,0,190,10,10
20,0,190,10,10
90,0,190,10,10
60,0,190,10,10
30,0,190,10,10
70,0,190,10,10
50,0,190,10,10
20,0,190,10,10
20,0,190,10,10
140,0,200,10,10
90,0.1,300,10,4
10,0,270,10,4
260,0.1,280,10,4
260,0.1,280,10,4
30,0.1,290,10,4
30,0.1,290,10,4
30,0.1,290,10,4
20,0,300,10,0
20,0,300,10,0
10,0,300,10,0
0,0,310,10,2
10,0,310,10,2
10,0,310,10,2
10,0,300,10,0
10,0,310,10,2
0,0,300,10,0
0,0,300,10,0
0,0,300,10,0
0,0,300,10,0
10,0,300,10,0
10,0,310,10,0
10,0,310,10,0
10,0,310,10,2
10,0,300,10,0
10,0,300,10,0
10,0,300,10,0
0,0,300,10,2
140,0.2,290,10,4
40,0.1,310,0,4
170,0.2,290,10,4
170,0.2,290,10,4
170,0.2,290,10,4
40,0.1,300,10,4
40,0.1,300,10,4
10,0.2,300,10,4
10,0.2,300,10,4
70,0.2,300,10,4
70,0.2,300,10,4
70,0.2,300,10,4
70,0.2,300,10,4
70,0.2,300,10,4
100,0.1,300,10,4
20,0.1,300,10,2
50,0.1,300,10,2
50,0.1,300,10,2
50,0.1,300,10,2
50,0.1,300,10,2
50,0.1,300,10,2
50,0.1,300,10,2
10,0,300,10,2
80,0.1,300,10,2
80,0.1,300,10,2
80,0.1,300,10,2
90,0.1,300,10,2
90,0.1,300,10,2
90,0.1,300,10,2
90,0.1,300,10,2
90,0.1,300,10,2
90,0.1,300,10,2
10,0,300,10,2
20,0,300,10,2
30,0,300,10,2
30,0,300,10,2
60,0,300,10,2
30,0.1,300,10,2
150,0,300,10,2
150,0,300,10,2
150,0,300,10,2
150,0,300,10,2
150,0,300,10,2
160,0.1,310,10,2
160,0.1,310,10,2
160,0.1,310,10,2
160,0.1,310,10,2
160,0.1,310,10,2
160,0.1,310,10,2
140,0,300,10,2
140,0,300,10,2
140,0,300,10,2
140,0,300,10,2
140,0,300,10,2
30,0.1,290,0,6
10,0,290,10,8
10,0,290,10,8
10,0,290,10,8
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
10,0,290,10,6
10,0,290,10,6
50,0,290,10,6
0,0,290,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,4
0,0,280,10,4
0,0,280,10,4
0,0,280,10,4
0,0,290,10,4
0,0,290,10,4
0,0,290,10,4
0,0,290,10,4
0,0,290,10,4
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
10,0,280,10,4
10,0,280,10,4
10,0,280,10,4
10,0,280,10,4
0,0,290,10,4
0,0,290,10,4
0,0,290,10,4
0,0,290,10,2
0,0,290,10,4
0,0,290,10,4
0,0,290,10,4
10,0,290,10,4
10,0,290,10,4
10,0,290,10,4
10,0,290,10,2
10,0,290,10,2
20,0.1,290,10,2
20,0.1,290,10,2
20,0.1,290,10,2
30,0,310,10,4
20,0,300,10,4
0,0.1,290,10,4
0,0.1,290,10,4
10,0.1,310,10,2
20,0.1,290,10,4
20,0.1,290,0,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0.1,290,10,6
10,0.1,290,10,6
10,0.1,290,10,6
10,0.1,290,10,6
70,0.1,300,0,6
10,0.1,290,10,6
10,0.1,290,10,6
10,0.1,290,10,6
30,0.1,280,10,6
30,0.1,280,10,6
10,0,290,10,4
10,0,290,10,6
0,0,290,10,4
0,0,290,10,4
10,0,290,10,4
10,0,290,10,4
10,0,290,10,4
10,0,290,10,4
20,0,290,10,4
20,0,290,10,4
0,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
0,0,290,10,4
0,0,290,10,4
0,0,290,10,4
0,0,290,10,4
0,0,290,10,2
0,0,310,10,2
0,0,310,10,2
10,0,290,10,4
10,0.1,280,10,4
0,0,280,10,4
0,0,280,10,4
0,0,280,10,4
0,0,280,10,4
10,0,290,10,4
10,0,290,10,4
10,0,290,10,4
10,0,290,10,4
0,0,280,10,4
0,0,280,10,4
0,0,280,10,4
0,0,280,10,4
0,0,280,10,4
10,0,290,10,4
10,0,290,10,4
10,0,290,10,4
10,0,300,10,2
10,0,300,10,2
10,0,300,10,2
10,0,300,10,2
10,0,300,10,2
10,0,290,10,2
0,0,290,10,4
0,0,290,10,4
0,0,290,10,4
10,0.1,300,10,4
0,0,310,10,0
10,0.1,300,10,2
10,0.1,300,10,2
10,0.1,290,10,4
10,0.1,290,10,4
10,0,320,10,0
10,0,320,10,0
0,0,320,10,0
0,0,320,10,0
0,0,300,10,2
10,0,300,10,2
10,0,300,10,2
10,0,300,10,2
0,0,310,10,2
0,0,310,10,0
10,0,310,10,2
10,0,300,10,2
10,0,300,10,2
10,0,310,10,2
0,0,320,10,2
0,0.1,310,10,2
10,0,310,10,2
10,0,310,10,0
10,0,320,10,0
20,0,280,10,6
20,0,280,10,6
20,0,280,10,6
20,0,280,10,6
20,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
20,0,280,10,6
20,0,280,10,6
20,0,280,10,6
20,0,280,10,6
20,0,280,10,6
20,0,280,10,6
20,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,4
0,0,280,10,4
0,0,280,10,4
10,0,290,10,4
10,0,290,10,4
10,0,290,10,4
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
10,0,280,10,4
10,0,280,10,4
10,0,280,10,4
0,0,290,10,4
0,0,290,10,4
0,0,290,10,2
0,0,290,10,4
20,0.1,290,10,2
20,0.1,290,10,2
20,0.1,290,10,2
20,0.1,290,10,2
30,0,310,10,4
10,0,300,10,4
0,0.1,290,10,4
0,0.1,290,10,4
0,0.1,290,10,4
20,0.1,290,10,4
20,0.1,290,10,4
20,0,300,10,4
10,0,300,10,2
10,0,300,10,0
20,0,300,10,2
10,0,300,10,4
0,0,290,10,4
20,0.1,290,10,4
20,0.1,290,10,4
20,0.1,290,10,4
30,0,300,10,4
160,0.2,290,10,4
160,0.2,290,10,4
180,0.1,290,10,4
180,0.1,290,10,4
180,0.1,290,10,4
180,0.1,290,10,4
100,0.2,290,10,4
110,0.1,300,10,4
20,0,300,10,4
20,0,300,10,4
40,0.1,300,10,4
40,0.1,300,10,4
40,0.1,300,10,4
40,0.1,300,10,4
40,0.1,300,10,4
20,0,300,10,0
20,0,300,10,0
10,0,300,10,0
10,0,300,10,0
10,0,300,10,0
10,0,300,10,0
0,0,310,10,2
10,0,300,10,0
10,0,300,10,0
10,0,310,10,2
0,0,300,10,0
0,0,300,10,0
0,0,310,10,0
0,0,310,10,0
10,0,310,10,2
10,0,300,10,0
10,0,300,10,0
10,0,300,10,0
20,0,300,10,0
10,0,300,10,0
10,0,300,10,0
10,0,300,10,0
10,0,300,10,0
20,0,300,10,2
30,0,300,10,2
30,0,300,10,2
10,0.1,300,10,4
40,0.1,300,10,4
100,0.2,300,10,4
100,0.2,300,10,4
100,0.2,300,10,4
100,0.2,300,10,4
10,0,310,10,2
80,0.2,300,10,4
80,0.2,300,10,4
60,0.1,300,10,4
60,0.1,300,10,4
30,0.1,300,10,4
250,0.2,300,10,2
250,0.2,300,10,2
40,0.1,300,10,2
40,0.1,300,10,2
40,0.1,300,10,2
40,0.1,300,10,2
40,0.1,300,10,2
100,0.1,300,10,2
100,0.1,300,10,2
100,0.1,300,10,2
100,0.1,300,10,2
280,0,300,10,2
280,0,300,10,2
280,0,300,10,2
280,0,300,10,2
120,0.1,300,10,2
120,0.1,300,10,2
40,0.1,300,10,2
40,0.1,300,10,2
10,0.1,300,10,2
300,0.1,300,10,4
0,0,290,10,4
0,0,290,10,4
0,0,290,10,2
0,0,290,10,2
0,0,310,10,2
0,0,310,10,2
10,0,300,10,4
10,0,300,10,4
10,0,290,10,4
10,0,290,10,4
0,0,280,10,4
0,0,280,10,4
0,0,280,10,4
0,0,290,10,4
0,0,290,10,4
0,0,290,10,4
10,0.1,300,10,4
10,0.1,300,10,4
0,0,310,10,0
30,0.1,300,10,4
80,0,290,10,4
30,0,310,10,2
10,0,300,10,4
10,0,300,10,4
10,0,300,10,4
170,0.2,290,10,4
170,0.2,290,10,4
170,0.2,290,10,4
10,0.2,300,10,4
10,0.2,300,10,4
10,0,300,10,4
10,0,300,10,4
10,0,300,10,4
30,0,310,10,4
30,0,310,10,4
210,0.1,300,10,2
210,0.1,300,10,2
210,0.1,300,10,2
40,0.1,300,10,4
40,0.1,300,10,2
10,0.1,300,10,2
310,0.1,300,10,2
310,0.1,300,10,2
10,0,300,10,2
80,0.1,300,10,2
80,0.1,300,10,2
80,0.1,300,10,2
80,0.1,300,10,2
80,0.1,300,10,2
80,0.1,300,10,2
80,0.1,300,10,2
80,0.1,300,10,2
80,0.1,300,10,2
80,0.1,300,10,2
80,0.1,300,10,2
80,0.1,300,10,2
80,0.1,300,10,2
0,0,300,10,2
0,0,300,10,2
0,0,300,10,2
0,0,310,10,2
10,0,300,10,2
10,0,300,10,2
10,0,300,10,2
10,0,300,10,2
30,0,300,10,2
30,0,300,10,2
20,0,280,10,6
20,0,280,10,6
20,0,280,10,6
20,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
10,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
10,0,290,10,4
10,0,290,10,4
0,0,290,10,4
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0,280,10,6
0,0.1,290,10,4
0,0.1,290,10,4
10,0,300,10,4
0,0,290,10,2
0,0,290,10,4
20,0.1,290,10,2
20,0.1,290,10,2
20,0.1,290,10,2
0,0,290,10,2
0,0,290,10,2
0,0,290,10,2
0,0,290,10,4
0,0,290,10,4
10,0,280,10,4
10,0.1,290,10,4
10,0.1,290,10,4
10,0.1,290,10,4
10,0.1,300,10,2
10,0.1,300,10,2
10,0.1,300,10,2
0,0,300,10,0
0,0,300,10,0
0,0,310,10,0
10,0,320,10,0
10,0,290,10,2
10,0,300,10,2
10,0,300,10,2
10,0,300,10,2
10,0,310,10,2
10,0,320,10,2
20,0,290,10,4
0,0,310,10,0
0,0,310,10,2
10,0,300,10,2
0,0,320,10,0
10,0,300,10,2
10,0,300,10,2
0,0,300,10,0
0,0.1,320,10,0
20,0.1,290,10,4
10,0.1,290,10,4
10,0.1,290,10,4
10,0,290,10,4
10,0,290,10,4
0,0,290,10,4
10,0,300,10,4
10,0,310,10,2
0,0.1,310,10,2
10,0,300,10,2
20,0,300,10,2
20,0,300,10,0
10,0,310,10,2
0,0,320,0,0
10,0,310,10,2
0,0,310,10,2
10,0,300,10,0
10,0,300,10,0
20,0,300,10,0
20,0,300,10,0
20,0,300,10,0
0,0,300,10,0
0,0,300,10,0
0,0,300,10,0
0,0,300,10,0
0,0,300,10,0
0,0,300,10,0
10,0,310,10,2
10,0,300,10,0
10,0,300,10,0
20,0,310,10,0
20,0,310,10,0
10,0,300,10,0
10,0,310,10,2
10,0,310,10,0
10,0,300,10,0
10,0,300,10,0
10,0,300,10,0
20,0,300,10,0
10,0,300,10,0
10,0,300,10,0
10,0,300,10,0
10,0,300,10,0
20,0,300,10,2
30,0.1,290,0,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
30,0,290,10,6
0,0,290,10,6
0,0,290,10,6
10,0.1,290,10,6
10,0.1,290,10,6
10,0.1,290,10,6
10,0.1,290,10,6
30,0.1,280,10,6
30,0.1,280,10,6
0,0,290,10,6
50,0.1,300,0,6
10,0,290,10,4
10,0,290,10,4
10,0,290,10,6
0,0,290,10,4
0,0,290,10,4
10,0,290,10,4
10,0,290,10,4
10,0,290,10,4
20,0,290,10,4
20,0,290,10,4
0,0,290,10,6
0,0,290,10,6
0,0,290,10,6
0,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
0,0,280,10,4
10,0,290,10,4
10,0,290,10,4
10,0,290,10,4
0,0,280,10,4
0,0,280,10,4
10,0.1,280,10,4
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
10,0,290,10,6
0,0,290,10,4
