"","species","countryCode","decimalLatitude","decimalLongitude"
"2150","Rhyticeros undulatus","MY",6.114941,100.96337
"2151","Buceros rhinoceros","MY",4.962297,117.80357
"2152","Berenicornis comatus","MY",4.389419,102.398476
"2153","Anorrhinus galeritus","MY",4.678866,102.057495
"2154","Anthracoceros malayanus","MY",5.876139,117.944145
"2155","Buceros rhinoceros","MY",5.53757,118.297104
"2156","Anthracoceros albirostris","MY",4.962297,117.80357
"2157","Buceros rhinoceros","MY",5.876236,117.94415
"2158","Anthracoceros albirostris","MY",5.468624,118.187744
"2159","Anthracoceros albirostris","MY",5.519396,118.300316
"2160","Anorrhinus galeritus","MY",5.496077,118.28226
"2161","Rhabdotorrhinus corrugatus","MY",5.485703,118.287
"2162","Anthracoceros malayanus","MY",5.464946,118.25358
"2163","Buceros rhinoceros","MY",4.418593,102.451385
"2164","Anorrhinus galeritus","MY",5.53757,118.297104
"2165","Anthracoceros malayanus","MY",5.876139,117.944145
"2166","Rhyticeros undulatus","MY",5.53757,118.297104
"2167","Rhyticeros undulatus","MY",4.387947,102.40306
"2168","Anthracoceros malayanus","MY",5.0198,117.7462
"2169","Buceros rhinoceros","MY",5.877041,117.939476
"2170","Anorrhinus galeritus","MY",5.508605,118.282265
"2171","Anthracoceros malayanus","MY",5.464946,118.25358
"2172","Berenicornis comatus","MY",5.53757,118.297104
"2173","Anthracoceros albirostris","MY",5.53757,118.297104
"2174","Anorrhinus galeritus","MY",5.239341,118.71002
"2175","Anthracoceros malayanus","MY",5.412882,117.96478
"2176","Buceros rhinoceros","MY",1.861087,103.892876
"2177","Buceros rhinoceros","MY",3.415753,101.84202
"2178","Anorrhinus galeritus","MY",5.564207,118.33487
"2179","Buceros rhinoceros","MY",5.367517,117.42956
"2180","Rhabdotorrhinus corrugatus","MY",5.491432,118.20993
"2181","Anthracoceros albirostris","MY",4.962297,117.80357
"2182","Buceros rhinoceros","MY",5.491432,118.20993
"2183","Anorrhinus galeritus","MY",5.50623,118.27725
"2184","Anthracoceros albirostris","MY",4.477739,100.90879
"2185","Anthracoceros albirostris","MY",5.876139,117.944145
"2186","Rhyticeros undulatus","MY",5.53757,118.297104
"2187","Anthracoceros albirostris","MY",5.239341,118.71002
"2188","Berenicornis comatus","MY",5.498167,118.280914
"2189","Rhyticeros undulatus","MY",3.959491,115.61544
"2190","Buceros rhinoceros","MY",5.876139,117.944145
"2191","Rhabdotorrhinus corrugatus","MY",5.53757,118.297104
"2192","Anthracoceros albirostris","MY",4.987661,117.8833
"2193","Anthracoceros albirostris","MY",3.349778,101.240746
"2194","Anthracoceros albirostris","MY",6.37234,99.735
"2195","Buceros rhinoceros","MY",5.607835,116.44962
"2196","Rhabdotorrhinus corrugatus","MY",2.684133,103.38914
"2197","Anthracoceros malayanus","MY",5.68705,118.40103
"2198","Buceros rhinoceros","MY",4.962297,117.80357
"2199","Berenicornis comatus","MY",5.876139,117.944145
"2200","Buceros rhinoceros","MY",5.509194,118.29573
"2201","Buceros rhinoceros","MY",4.387947,102.40306
"2202","Buceros rhinoceros","MY",5.0198,117.7462
"2203","Buceros rhinoceros","MY",5.876139,117.944145
"2204","Rhyticeros undulatus","MY",3.713773,101.74189
"2205","Anthracoceros malayanus","MY",5.53757,118.297104
"2206","Rhabdotorrhinus corrugatus","MY",5.470513,118.25688
"2207","Anthracoceros malayanus","MY",5.0198,117.7462
"2208","Anthracoceros albirostris","MY",5.497735,118.280136
"2209","Berenicornis comatus","MY",5.53757,118.297104
"2210","Berenicornis comatus","MY",5.876139,117.944145
"2211","Anthracoceros albirostris","MY",5.50429,118.27074
"2212","Buceros rhinoceros","MY",4.387947,102.40306
"2213","Anthracoceros malayanus","MY",5.49595,118.284134
"2214","Anthracoceros albirostris","MY",5.509194,118.29573
"2215","Buceros rhinoceros","MY",4.736876,116.97571
"2216","Anthracoceros malayanus","MY",5.876139,117.944145
"2217","Anthracoceros malayanus","MY",6.115416,100.96371
"2218","Buceros rhinoceros","MY",6.114941,100.96337
"2219","Anthracoceros malayanus","MY",5.53757,118.297104
"2220","Anthracoceros malayanus","MY",2.29987,103.65539
"2221","Anthracoceros malayanus","MY",5.53757,118.297104
"2222","Anthracoceros malayanus","MY",5.865728,117.95143
"2223","Anorrhinus galeritus","MY",5.464946,118.25358
"2224","Rhyticeros undulatus","MY",3.959491,115.61544
"2225","Anthracoceros albirostris","MY",6.332666,99.8689
"2226","Berenicornis comatus","MY",5.49595,118.284134
"2227","Anthracoceros malayanus","MY",5.876139,117.944145
"2228","Rhyticeros undulatus","MY",4.324168,117.96463
"2229","Anthracoceros malayanus","MY",5.876139,117.944145
"2230","Buceros rhinoceros","MY",5.86684,117.94813
"2231","Buceros rhinoceros","MY",5.876139,117.944145
"2232","Anthracoceros malayanus","MY",5.876139,117.944145
"2233","Anthracoceros albirostris","MY",5.53757,118.297104
"2234","Anthracoceros malayanus","MY",5.875803,117.94748
"2235","Anthracoceros malayanus","MY",5.508605,118.282265
"2236","Anthracoceros malayanus","MY",4.736876,116.97571
"2237","Anthracoceros malayanus","MY",5.239341,118.71002
"2238","Anorrhinus galeritus","MY",5.876139,117.944145
"2239","Anthracoceros albirostris","MY",5.50429,118.27074
"2240","Rhabdotorrhinus corrugatus","MY",5.53757,118.297104
"2241","Rhyticeros undulatus","MY",5.051906,102.85289
"2242","Rhabdotorrhinus corrugatus","MY",5.0198,117.7462
"2243","Buceros rhinoceros","MY",5.0198,117.7462
"2244","Buceros rhinoceros","MY",5.0198,117.7462
"2245","Anorrhinus galeritus","MY",5.876139,117.944145
"2246","Anthracoceros albirostris","MY",5.53757,118.297104
"2247","Anorrhinus galeritus","MY",4.962297,117.80357
"2248","Anthracoceros malayanus","MY",5.239341,118.71002
"2249","Anthracoceros albirostris","MY",5.415905,118.03455
"2250","Buceros bicornis","MY",6.114941,100.96337
"2251","Anthracoceros albirostris","MY",5.498167,118.280914
"2252","Rhyticeros undulatus","MY",4.962297,117.80357
"2253","Buceros rhinoceros","MY",6.115416,100.96371
"2254","Anorrhinus galeritus","MY",4.716448,118.17705
"2255","Anthracoceros albirostris","MY",5.53757,118.297104
"2256","Anthracoceros albirostris","MY",5.53757,118.297104
"2257","Anthracoceros albirostris","MY",5.876139,117.944145
"2258","Buceros rhinoceros","MY",5.484939,118.256325
"2259","Anorrhinus galeritus","MY",5.877041,117.939476
"2260","Buceros rhinoceros","MY",4.387947,102.40306
"2261","Buceros rhinoceros","MY",5.0198,117.7462
"2262","Anthracoceros albirostris","MY",6.123695,100.94984
"2263","Buceros rhinoceros","MY",4.716448,118.17705
"2264","Anthracoceros malayanus","MY",5.0198,117.7462
"2265","Buceros rhinoceros","MY",5.0198,117.7462
"2266","Berenicornis comatus","MY",5.876139,117.944145
"2267","Anthracoceros malayanus","MY",5.468624,118.187744
"2268","Buceros bicornis","MY",6.429692,99.67518
"2269","Anthracoceros albirostris","MY",6.322961,99.75659
"2270","Anthracoceros malayanus","MY",5.53757,118.297104
"2271","Buceros bicornis","MY",5.124281,102.61688
"2272","Anthracoceros malayanus","MY",4.962297,117.80357
"2273","Buceros rhinoceros","MY",4.987661,117.8833
"2274","Anthracoceros albirostris","MY",5.876139,117.944145
"2275","Anthracoceros albirostris","MY",5.50429,118.27074
"2276","Rhyticeros undulatus","MY",4.382441,102.42356
"2277","Anthracoceros albirostris","MY",5.530219,118.07522
"2278","Anthracoceros malayanus","MY",4.397206,102.402176
"2279","Anthracoceros albirostris","MY",5.876139,117.944145
"2280","Buceros bicornis","MY",4.678866,102.057495
"2281","Anthracoceros albirostris","MY",5.348972,118.948586
"2282","Buceros rhinoceros","MY",4.397206,102.402176
"2283","Rhyticeros undulatus","MY",4.471011,117.91626
"2284","Anorrhinus galeritus","MY",4.962297,117.80357
"2285","Rhyticeros undulatus","MY",4.324255,117.964584
"2286","Buceros rhinoceros","MY",5.53757,118.297104
"2287","Anthracoceros malayanus","MY",5.239341,118.71002
"2288","Anorrhinus galeritus","MY",5.508227,118.29759
"2289","Anthracoceros albirostris","MY",5.46083,118.197205
"2290","Rhyticeros undulatus","MY",3.400462,101.8395
"2291","Anthracoceros malayanus","MY",5.53757,118.297104
"2292","Buceros rhinoceros","MY",5.367517,117.42956
"2293","Anthracoceros malayanus","MY",5.239341,118.71002
"2294","Anthracoceros albirostris","MY",5.876139,117.944145
"2295","Anthracoceros albirostris","MY",5.552004,118.33413
"2296","Buceros rhinoceros","MY",4.962297,117.80357
"2297","Anthracoceros albirostris","MY",5.239341,118.71002
"2298","Anthracoceros malayanus","MY",5.866363,117.955574
"2299","Buceros bicornis","MY",6.371045,99.726555
"2300","Berenicornis comatus","MY",5.187311,118.502205
"2301","Anthracoceros albirostris","MY",5.875803,117.94748
"2302","Berenicornis comatus","MY",5.50429,118.27074
"2303","Anthracoceros malayanus","MY",5.0198,117.7462
"2304","Anorrhinus galeritus","MY",5.877041,117.939476
"2305","Rhabdotorrhinus corrugatus","MY",5.53757,118.297104
"2306","Anthracoceros albirostris","MY",5.497735,118.280136
"2307","Anthracoceros albirostris","MY",3.33714,101.24382
"2308","Anorrhinus galeritus","MY",5.876139,117.944145
"2309","Berenicornis comatus","MY",5.876139,117.944145
"2310","Anthracoceros malayanus","MY",5.474088,118.203964
"2311","Anthracoceros albirostris","MY",5.53757,118.297104
"2312","Anthracoceros albirostris","MY",6.366567,99.81818
"2313","Buceros rhinoceros","MY",5.86304,117.948
"2314","Anthracoceros malayanus","MY",5.530219,118.07522
"2315","Anthracoceros malayanus","MY",5.464946,118.25358
"2316","Berenicornis comatus","MY",4.382085,102.401024
"2317","Rhabdotorrhinus corrugatus","MY",5.53757,118.297104
"2318","Rhabdotorrhinus corrugatus","MY",5.485703,118.287
"2319","Anthracoceros albirostris","MY",4.854177,100.76055
"2320","Rhyticeros undulatus","MY",4.324276,117.96498
"2321","Anthracoceros albirostris","MY",5.53757,118.297104
"2322","Rhyticeros undulatus","MY",6.247586,100.81462
"2323","Buceros bicornis","MY",3.206709,101.84327
"2324","Anorrhinus galeritus","MY",5.50429,118.27074
"2325","Buceros rhinoceros","MY",5.0198,117.7462
"2326","Rhabdotorrhinus corrugatus","MY",5.485703,118.287
"2327","Anorrhinus galeritus","MY",4.962297,117.80357
"2328","Berenicornis comatus","MY",5.498167,118.280914
"2329","Anthracoceros malayanus","MY",2.29987,103.65539
"2330","Buceros rhinoceros","MY",5.642553,117.00256
"2331","Rhyticeros undulatus","MY",4.968718,117.810234
"2332","Anorrhinus galeritus","MY",5.415905,118.03455
"2333","Buceros rhinoceros","MY",5.86684,117.94813
"2334","Anthracoceros malayanus","MY",5.876139,117.944145
"2335","Anorrhinus galeritus","MY",5.480501,118.257576
"2336","Anthracoceros malayanus","MY",3.711358,101.87153
"2337","Rhyticeros undulatus","MY",5.511755,118.29847
"2338","Anthracoceros malayanus","MY",5.53757,118.297104
"2339","Anthracoceros albirostris","MY",1.538191,104.267815
"2340","Rhyticeros undulatus","MY",4.385003,102.40072
"2341","Buceros rhinoceros","MY",5.876139,117.944145
"2342","Anorrhinus galeritus","MY",5.876139,117.944145
"2343","Anthracoceros albirostris","MY",5.477855,118.221375
"2344","Buceros rhinoceros","MY",5.552004,118.33413
"2345","Rhabdotorrhinus corrugatus","MY",5.0198,117.7462
"2346","Anorrhinus galeritus","MY",5.876139,117.944145
"2347","Anthracoceros albirostris","MY",2.808462,103.4917
"2348","Anthracoceros malayanus","MY",5.367517,117.42956
"2349","Berenicornis comatus","MY",5.239341,118.71002
"2350","Anthracoceros malayanus","MY",5.53757,118.297104
"2351","Buceros rhinoceros","MY",5.485703,118.287
"2352","Anthracoceros albirostris","MY",4.214504,100.547424
"2353","Anthracoceros albirostris","MY",5.866363,117.955574
"2354","Buceros bicornis","MY",4.409748,102.40358
"2355","Rhabdotorrhinus corrugatus","MY",5.468225,118.240524
"2356","Buceros rhinoceros","MY",5.415905,118.03455
"2357","Buceros rhinoceros","MY",5.367517,117.42956
"2358","Anthracoceros albirostris","MY",5.239341,118.71002
"2359","Berenicornis comatus","MY",5.485703,118.287
"2360","Anthracoceros malayanus","MY",5.485703,118.287
"2361","Buceros rhinoceros","MY",5.876139,117.944145
"2362","Berenicornis comatus","MY",5.442906,116.45123
"2363","Anthracoceros albirostris","MY",5.86684,117.94813
"2364","Buceros rhinoceros","MY",6.115416,100.96371
"2365","Rhyticeros undulatus","MY",4.962297,117.80357
"2366","Rhabdotorrhinus corrugatus","MY",5.53757,118.297104
"2367","Anthracoceros albirostris","MY",2.883816,103.433205
"2368","Rhabdotorrhinus corrugatus","MY",5.498167,118.280914
"2369","Anorrhinus galeritus","MY",5.367517,117.42956
"2370","Anthracoceros albirostris","MY",5.874189,117.94262
"2371","Anthracoceros malayanus","MY",5.498167,118.280914
"2372","Anthracoceros malayanus","MY",5.49483,118.287
"2373","Anthracoceros malayanus","MY",5.239341,118.71002
"2374","Anthracoceros malayanus","MY",5.876684,117.94428
"2375","Rhyticeros undulatus","MY",4.383532,117.92411
"2376","Anthracoceros malayanus","MY",5.876139,117.944145
"2377","Buceros rhinoceros","MY",4.439467,115.537636
"2378","Anthracoceros malayanus","MY",5.875803,117.94748
"2379","Rhyticeros undulatus","MY",4.962772,117.802605
"2380","Buceros rhinoceros","MY",5.464946,118.25358
"2381","Anthracoceros malayanus","MY",5.491432,118.20993
"2382","Buceros rhinoceros","MY",5.552004,118.33413
"2383","Buceros rhinoceros","MY",5.367517,117.42956
"2384","Anthracoceros malayanus","MY",5.877041,117.939476
"2385","Anthracoceros malayanus","MY",5.498167,118.280914
"2386","Anthracoceros malayanus","MY",5.239341,118.71002
"2387","Anthracoceros malayanus","MY",5.876139,117.944145
"2388","Rhyticeros undulatus","MY",5.0198,117.7462
"2389","Anorrhinus galeritus","MY",3.567715,101.70833
"2390","Rhyticeros undulatus","MY",4.962297,117.80357
"2391","Rhyticeros undulatus","MY",3.701923,101.74782
"2392","Anthracoceros albirostris","MY",5.415905,118.03455
"2393","Rhyticeros undulatus","MY",3.716992,101.738655
"2394","Buceros rhinoceros","MY",5.0198,117.7462
"2395","Anorrhinus galeritus","MY",5.876139,117.944145
"2396","Rhyticeros undulatus","MY",5.464946,118.25358
"2397","Anthracoceros albirostris","MY",5.53757,118.297104
"2398","Buceros rhinoceros","MY",4.678866,102.057495
"2399","Anthracoceros albirostris","MY",5.876139,117.944145
"2400","Anorrhinus galeritus","MY",5.0198,117.7462
"2401","Anthracoceros malayanus","MY",4.736876,116.97571
"2402","Anthracoceros malayanus","MY",4.418593,102.451385
"2403","Anthracoceros albirostris","MY",4.962297,117.80357
"2404","Anorrhinus galeritus","MY",5.464946,118.25358
"2405","Berenicornis comatus","MY",5.865728,117.95143
"2406","Buceros rhinoceros","MY",4.387947,102.40306
"2407","Anthracoceros malayanus","MY",5.486887,118.2876
"2408","Berenicornis comatus","MY",5.464946,118.25358
"2409","Buceros rhinoceros","MY",5.464946,118.25358
"2410","Rhyticeros undulatus","MY",6.247586,100.81462
"2411","Berenicornis comatus","MY",5.0198,117.7462
"2412","Berenicornis comatus","MY",5.488219,118.27926
"2413","Anorrhinus galeritus","MY",5.239341,118.71002
"2414","Anthracoceros albirostris","MY",5.49483,118.287
"2415","Buceros rhinoceros","MY",5.498167,118.280914
"2416","Rhyticeros undulatus","MY",6.004301,116.5314
"2417","Anthracoceros malayanus","MY",1.861087,103.892876
"2418","Anthracoceros malayanus","MY",5.876139,117.944145
"2419","Buceros rhinoceros","MY",4.962297,117.80357
"2420","Anthracoceros malayanus","MY",5.876139,117.944145
"2421","Anorrhinus galeritus","MY",5.876139,117.944145
"2422","Anthracoceros albirostris","MY",5.491432,118.20993
"2423","Buceros rhinoceros","MY",6.115416,100.96371
"2424","Rhyticeros undulatus","MY",4.962297,117.80357
"2425","Rhyticeros undulatus","MY",4.439467,115.537636
"2426","Buceros rhinoceros","MY",4.389419,102.398476
"2427","Anthracoceros albirostris","MY",5.876139,117.944145
"2428","Anthracoceros albirostris","MY",4.839635,100.62541
"2429","Rhabdotorrhinus corrugatus","MY",5.486887,118.2876
"2430","Buceros rhinoceros","MY",4.387947,102.40306
"2431","Anthracoceros albirostris","MY",6.019361,116.02318
"2432","Anthracoceros malayanus","MY",5.53757,118.297104
"2433","Rhyticeros undulatus","MY",5.813032,116.33807
"2434","Rhyticeros undulatus","MY",6.114941,100.96337
"2435","Buceros rhinoceros","MY",4.962297,117.80357
"2436","Rhyticeros undulatus","MY",4.962297,117.80357
"2437","Rhyticeros undulatus","MY",5.49595,118.284134
"2438","Buceros rhinoceros","MY",5.50429,118.27074
"2439","Anthracoceros malayanus","MY",5.485703,118.287
"2440","Anthracoceros malayanus","MY",5.485703,118.287
"2441","Buceros bicornis","MY",6.247586,100.81462
"2442","Anthracoceros malayanus","MY",5.498167,118.280914
"2443","Rhyticeros undulatus","MY",5.468624,118.187744
"2444","Anthracoceros albirostris","MY",4.962297,117.80357
"2445","Anthracoceros malayanus","MY",5.530219,118.07522
"2446","Anthracoceros albirostris","MY",5.485703,118.287
"2447","Anthracoceros albirostris","MY",5.53757,118.297104
"2448","Anthracoceros albirostris","MY",5.876139,117.944145
"2449","Berenicornis comatus","MY",5.0198,117.7462
"2450","Anthracoceros albirostris","MY",5.239341,118.71002
"2451","Anthracoceros malayanus","MY",5.0198,117.7462
"2452","Anthracoceros albirostris","MY",5.485703,118.287
"2453","Berenicornis comatus","MY",4.736876,116.97571
"2454","Anthracoceros albirostris","MY",5.464946,118.25358
"2455","Buceros rhinoceros","MY",5.0198,117.7462
"2456","Anthracoceros albirostris","MY",5.552474,101.34227
"2457","Anthracoceros albirostris","MY",5.876139,117.944145
"2458","Anthracoceros albirostris","MY",5.53757,118.297104
"2459","Anthracoceros albirostris","MY",4.962297,117.80357
"2460","Anthracoceros albirostris","MY",5.480501,118.257576
"2461","Rhyticeros undulatus","MY",5.387614,117.40511
"2462","Anthracoceros albirostris","MY",6.422911,99.670975
"2463","Buceros rhinoceros","MY",5.239341,118.71002
"2464","Berenicornis comatus","MY",5.53757,118.297104
"2465","Buceros rhinoceros","MY",5.876139,117.944145
"2466","Rhyticeros undulatus","MY",4.678866,102.057495
"2467","Buceros rhinoceros","MY",5.552004,118.33413
"2468","Anthracoceros albirostris","MY",5.53757,118.297104
"2469","Buceros rhinoceros","MY",5.86304,117.948
"2470","Anorrhinus galeritus","MY",3.943719,115.59697
"2471","Anthracoceros malayanus","MY",5.0198,117.7462
"2472","Rhabdotorrhinus corrugatus","MY",5.0198,117.7462
"2473","Anthracoceros malayanus","MY",5.876139,117.944145
"2474","Anthracoceros albirostris","MY",5.508492,118.29507
"2475","Anthracoceros albirostris","MY",5.53757,118.297104
"2476","Anthracoceros malayanus","MY",4.409748,102.40358
"2477","Anthracoceros albirostris","MY",5.530219,118.07522
"2478","Buceros rhinoceros","MY",5.877041,117.939476
"2479","Anorrhinus galeritus","MY",5.485703,118.287
"2480","Anthracoceros albirostris","MY",5.867052,117.95081
"2481","Rhabdotorrhinus corrugatus","MY",5.5049,118.2723
"2482","Anorrhinus galeritus","MY",5.876139,117.944145
"2483","Anthracoceros albirostris","MY",6.114941,100.96337
"2484","Anthracoceros albirostris","MY",5.876139,117.944145
"2485","Anthracoceros albirostris","MY",5.53757,118.297104
"2486","Anthracoceros malayanus","MY",6.123175,100.95164
"2487","Rhabdotorrhinus corrugatus","MY",6.045708,116.70074
"2488","Anorrhinus galeritus","MY",5.0198,117.7462
"2489","Rhyticeros undulatus","MY",5.239341,118.71002
"2490","Anthracoceros albirostris","MY",1.545264,104.24151
"2491","Berenicornis comatus","MY",5.49595,118.284134
"2492","Rhabdotorrhinus corrugatus","MY",5.0198,117.7462
"2493","Buceros rhinoceros","MY",4.389419,102.398476
"2494","Rhyticeros undulatus","MY",5.585993,101.4758
"2495","Anorrhinus galeritus","MY",5.413522,100.781204
"2496","Buceros rhinoceros","MY",4.324168,117.96463
"2497","Anthracoceros malayanus","MY",5.49595,118.284134
"2498","Rhyticeros undulatus","MY",5.0198,117.7462
"2499","Rhyticeros undulatus","MY",5.0198,117.7462
"2500","Anthracoceros albirostris","MY",6.115416,100.96371
"2501","Anorrhinus galeritus","MY",5.53757,118.297104
"2502","Rhyticeros undulatus","MY",4.387947,102.40306
"2503","Anthracoceros albirostris","MY",5.53757,118.297104
"2504","Rhabdotorrhinus corrugatus","MY",5.491432,118.20993
"2505","Buceros bicornis","MY",3.715996,101.75068
"2506","Buceros rhinoceros","MY",5.485703,118.287
"2507","Anorrhinus galeritus","MY",2.920362,112.87184
"2508","Anthracoceros albirostris","MY",5.53757,118.297104
"2509","Anthracoceros albirostris","MY",3.579722,102.16389
"2510","Anthracoceros albirostris","MY",5.867052,117.95081
"2511","Buceros rhinoceros","MY",3.415753,101.84202
"2512","Berenicornis comatus","MY",5.0198,117.7462
"2513","Anthracoceros malayanus","MY",5.876139,117.944145
"2514","Anthracoceros albirostris","MY",5.485161,118.21962
"2515","Rhabdotorrhinus corrugatus","MY",5.0198,117.7462
"2516","Rhyticeros undulatus","MY",4.387947,102.40306
"2517","Anorrhinus galeritus","MY",5.53757,118.297104
"2518","Buceros rhinoceros","MY",4.678866,102.057495
"2519","Anthracoceros malayanus","MY",5.876139,117.944145
"2520","Anthracoceros malayanus","MY",5.187317,118.50295
"2521","Anthracoceros albirostris","MY",5.474088,118.203964
"2522","Rhyticeros undulatus","MY",6.320417,100.481384
"2523","Anthracoceros albirostris","MY",6.429692,99.67518
"2524","Rhabdotorrhinus corrugatus","MY",5.488219,118.27926
"2525","Buceros rhinoceros","MY",5.876139,117.944145
"2526","Buceros rhinoceros","MY",4.861144,100.76251
"2527","Buceros rhinoceros","MY",5.491432,118.20993
"2528","Buceros rhinoceros","MY",5.876139,117.944145
"2529","Buceros rhinoceros","MY",5.53757,118.297104
"2530","Buceros rhinoceros","MY",4.962297,117.80357
"2531","Anthracoceros albirostris","MY",5.865728,117.95143
"2532","Buceros rhinoceros","MY",5.0198,117.7462
"2533","Anthracoceros albirostris","MY",5.53757,118.297104
"2534","Anthracoceros malayanus","MY",2.561244,103.76997
"2535","Buceros rhinoceros","MY",5.876139,117.944145
"2536","Rhyticeros undulatus","MY",5.813032,116.33807
"2537","Rhabdotorrhinus corrugatus","MY",5.498167,118.280914
"2538","Buceros rhinoceros","MY",5.713629,118.43832
"2539","Buceros rhinoceros","MY",4.389283,102.40689
"2540","Rhabdotorrhinus corrugatus","MY",5.530219,118.07522
"2541","Buceros rhinoceros","MY",4.389283,102.40689
"2542","Buceros rhinoceros","MY",3.716992,101.738655
"2543","Buceros rhinoceros","MY",5.53757,118.297104
"2544","Anorrhinus galeritus","MY",5.060461,100.72303
"2545","Buceros rhinoceros","MY",5.413522,100.781204
"2546","Anthracoceros malayanus","MY",5.876139,117.944145
"2547","Buceros rhinoceros","MY",5.475822,117.88269
"2548","Anorrhinus galeritus","MY",5.485703,118.287
"2549","Anthracoceros malayanus","MY",5.876139,117.944145
"2550","Rhyticeros undulatus","MY",4.387947,102.40306
"2551","Berenicornis comatus","MY",5.49595,118.284134
"2552","Anthracoceros malayanus","MY",5.53757,118.297104
"2553","Anthracoceros albirostris","MY",5.865728,117.95143
"2554","Anthracoceros albirostris","MY",6.36441,99.79233
"2555","Anthracoceros albirostris","MY",5.865728,117.95143
"2556","Anthracoceros malayanus","MY",5.50429,118.27074
"2557","Rhabdotorrhinus corrugatus","MY",4.970857,117.89854
"2558","Rhyticeros undulatus","MY",5.442817,116.45122
"2559","Anorrhinus galeritus","MY",5.876139,117.944145
"2560","Anorrhinus galeritus","MY",4.962297,117.80357
"2561","Buceros rhinoceros","MY",4.736876,116.97571
"2562","Anthracoceros malayanus","MY",5.876139,117.944145
"2563","Anthracoceros malayanus","MY",5.485703,118.287
"2564","Anthracoceros malayanus","MY",1.861087,103.892876
"2565","Anthracoceros albirostris","MY",5.485703,118.287
"2566","Anthracoceros malayanus","MY",5.485703,118.287
"2567","Anthracoceros albirostris","MY",5.498167,118.280914
"2568","Anorrhinus galeritus","MY",5.876139,117.944145
"2569","Anthracoceros malayanus","MY",5.468624,118.187744
"2570","Anthracoceros malayanus","MY",5.68705,118.40103
"2571","Anthracoceros malayanus","MY",5.441564,101.43109
"2572","Anthracoceros malayanus","MY",5.464946,118.25358
"2573","Buceros bicornis","MY",4.863154,100.79312
"2574","Rhyticeros undulatus","MY",5.46083,118.197205
"2575","Rhyticeros undulatus","MY",5.0198,117.7462
"2576","Anthracoceros albirostris","MY",5.53757,118.297104
"2577","Buceros rhinoceros","MY",3.716992,101.738655
"2578","Buceros rhinoceros","MY",5.0198,117.7462
"2579","Anorrhinus galeritus","MY",4.382441,102.42356
"2580","Rhabdotorrhinus corrugatus","MY",5.50429,118.27074
"2581","Anthracoceros albirostris","MY",5.49483,118.287
"2582","Anthracoceros albirostris","MY",3.4765,101.167
"2583","Anthracoceros albirostris","MY",5.415905,118.03455
"2584","Anthracoceros albirostris","MY",5.865728,117.95143
"2585","Anorrhinus galeritus","MY",5.488219,118.27926
"2586","Anthracoceros albirostris","MY",5.876139,117.944145
"2587","Anthracoceros malayanus","MY",5.50429,118.27074
"2588","Anthracoceros malayanus","MY",5.498167,118.280914
"2589","Anorrhinus galeritus","MY",5.442817,116.45122
"2590","Anthracoceros albirostris","MY",4.857081,100.74997
"2591","Anorrhinus galeritus","MY",5.464946,118.25358
"2592","Rhabdotorrhinus corrugatus","MY",5.497374,118.28049
"2593","Anthracoceros albirostris","MY",5.552004,118.33413
"2594","Anthracoceros albirostris","MY",5.876139,117.944145
"2595","Buceros rhinoceros","MY",4.385003,102.40072
"2596","Buceros rhinoceros","MY",5.876139,117.944145
"2597","Anthracoceros albirostris","MY",5.876139,117.944145
"2598","Anthracoceros malayanus","MY",5.68705,118.40103
"2599","Anthracoceros malayanus","MY",5.876139,117.944145
"2600","Anthracoceros albirostris","MY",6.114941,100.96337
"2601","Anthracoceros malayanus","MY",4.21414,114.04898
"2602","Anthracoceros albirostris","MY",4.962297,117.80357
"2603","Anthracoceros albirostris","MY",6.277813,99.73167
"2604","Berenicornis comatus","MY",5.685509,118.381195
"2605","Rhabdotorrhinus corrugatus","MY",5.412882,117.96478
"2606","Anthracoceros albirostris","MY",5.876139,117.944145
"2607","Anthracoceros malayanus","MY",5.49483,118.287
"2608","Buceros rhinoceros","MY",4.854538,100.747765
"2609","Anthracoceros malayanus","MY",5.0198,117.7462
"2610","Anthracoceros malayanus","MY",5.0198,117.7462
"2611","Buceros rhinoceros","MY",4.962297,117.80357
"2612","Anthracoceros albirostris","MY",5.114098,117.040535
"2613","Anthracoceros malayanus","MY",5.876139,117.944145
"2614","Rhyticeros undulatus","MY",6.009504,116.54108
"2615","Anthracoceros malayanus","MY",5.876139,117.944145
"2616","Buceros rhinoceros","MY",5.0198,117.7462
"2617","Berenicornis comatus","MY",5.0198,117.7462
"2618","Anthracoceros malayanus","MY",4.389419,102.398476
"2619","Rhyticeros subruficollis","MY",6.115416,100.96371
"2620","Anthracoceros albirostris","MY",5.49483,118.287
"2621","Anthracoceros albirostris","MY",6.114941,100.96337
"2622","Anthracoceros malayanus","MY",5.147598,102.7719
"2623","Anthracoceros albirostris","MY",5.876139,117.944145
"2624","Anthracoceros malayanus","MY",4.962297,117.80357
"2625","Buceros rhinoceros","MY",4.439467,115.537636
"2626","Berenicornis comatus","MY",5.53757,118.297104
"2627","Anthracoceros albirostris","MY",5.468624,118.187744
"2628","Anthracoceros albirostris","MY",6.295677,99.722725
"2629","Rhyticeros undulatus","MY",4.678866,102.057495
"2630","Anthracoceros malayanus","MY",5.50429,118.27074
"2631","Anorrhinus galeritus","MY",5.494942,118.28332
"2632","Anthracoceros albirostris","MY",5.504896,118.286194
"2633","Anorrhinus galeritus","MY",5.876139,117.944145
