"","species","countryCode","decimalLatitude","decimalLongitude"
"18152","Rhabdotorrhinus corrugatus","MY",5.592195,118.263168
"18153","Buceros rhinoceros","MY",5.432383,118.25635
"18154","Anthracoceros albirostris","MY",5.496894,118.217718
"18155","Buceros rhinoceros","MY",5.438273,118.350409
"18156","Anthracoceros albirostris","MY",5.498261,118.28089
"18157","Anthracoceros albirostris","MY",5.498261,118.28089
"18158","Anthracoceros albirostris","MY",5.498261,118.28089
"18159","Anthracoceros malayanus","MY",5.534791,118.272299
"18160","Rhabdotorrhinus corrugatus","MY",5.518225,118.252927
"18161","Rhyticeros undulatus","MY",5.194356,117.70229
"18162","Anorrhinus galeritus","MY",5.427909,118.393203
"18163","Berenicornis comatus","MY",5.874175,117.873415
"18164","Buceros rhinoceros","MY",5.15572,117.601571
"18165","Buceros rhinoceros","MY",5.551634,118.381239
"18166","Anthracoceros albirostris","MY",5.876618,117.947797
"18167","Anthracoceros albirostris","MY",5.498261,118.28089
"18168","Buceros rhinoceros","MY",5.84831,117.930708
"18169","Anthracoceros albirostris","MY",5.498261,118.28089
"18170","Anthracoceros malayanus","MY",5.862258,117.808053
"18171","Rhabdotorrhinus corrugatus","MY",5.487987,118.204898
"18172","Rhabdotorrhinus corrugatus","MY",5.572974,118.221504
"18173","Rhyticeros undulatus","MY",5.582462,118.295735
"18174","Anthracoceros albirostris","MY",5.877756,117.943152
"18175","Rhabdotorrhinus corrugatus","MY",5.589345,118.299472
"18176","Anthracoceros albirostris","MY",5.494502,118.260119
"18177","Anthracoceros albirostris","MY",5.471417,118.196777
"18178","Anthracoceros malayanus","MY",5.500966,118.252868
"18179","Anthracoceros albirostris","MY",5.498261,118.28089
"18180","Anthracoceros albirostris","MY",5.464994,118.202272
"18181","Anthracoceros albirostris","MY",5.49321,118.226494
"18182","Rhyticeros undulatus","MY",5.506033,118.274847
"18183","Anthracoceros albirostris","MY",5.498831,118.265398
"18184","Anorrhinus galeritus","MY",5.571374,118.309309
"18185","Anthracoceros malayanus","MY",5.492077,118.356937
"18186","Anthracoceros albirostris","MY",3.612497,101.426078
"18187","Buceros rhinoceros","MY",4.626579,116.913458
"18188","Anorrhinus galeritus","MY",5.514788,118.220913
"18189","Anthracoceros malayanus","MY",5.418336,118.302152
"18190","Anthracoceros malayanus","MY",5.566323,118.220682
"18191","Anorrhinus galeritus","MY",5.90621,117.803737
"18192","Buceros bicornis","MY",4.140211,100.585012
"18193","Anthracoceros albirostris","MY",4.197141,100.546902
"18194","Anthracoceros malayanus","MY",4.741857,116.847216
"18195","Anthracoceros malayanus","MY",5.865422,117.910258
"18196","Anthracoceros albirostris","MY",5.53757,118.297106
"18197","Buceros rhinoceros","MY",5.482277,118.313318
"18198","Buceros rhinoceros","MY",6.134747,116.428567
"18199","Rhabdotorrhinus corrugatus","MY",5.549103,118.399603
"18200","Anthracoceros malayanus","MY",4.101849,114.001799
"18201","Buceros rhinoceros","MY",5.96235,117.98884
"18202","Buceros bicornis","MY",4.266561,102.435064
"18203","Anthracoceros albirostris","MY",2.269194,102.538321
"18204","Anthracoceros albirostris","MY",2.522533,101.796293
"18205","Anthracoceros malayanus","MY",4.666243,102.008267
"18206","Anthracoceros albirostris","MY",6.027526,116.020249
"18207","Buceros rhinoceros","MY",5.168067,117.688377
"18208","Anthracoceros albirostris","MY",5.528086,118.304497
"18209","Anthracoceros malayanus","MY",5.932477,117.809087
"18210","Anthracoceros albirostris","MY",5.866184,117.9488
"18211","Buceros rhinoceros","MY",5.864618,117.861243
"18212","Buceros rhinoceros","MY",5.907051,117.829855
"18213","Buceros rhinoceros","MY",5.496455,118.395982
"18214","Anthracoceros malayanus","MY",5.937256,117.856707
"18215","Anorrhinus galeritus","MY",5.874695,117.85487
"18216","Anthracoceros albirostris","MY",5.508679,118.282994
"18217","Anthracoceros albirostris","MY",6.311,99.854
"18218","Anthracoceros albirostris","MY",5.531659,118.302135
"18219","Anthracoceros albirostris","MY",6.312,99.854
"18220","Anthracoceros albirostris","MY",4.848901,100.74856
"18221","Buceros bicornis","MY",6.383521,99.787295
"18222","Anthracoceros albirostris","MY",6.298501,99.724982
"18223","Buceros bicornis","MY",6.385291,99.791222
"18224","Anthracoceros albirostris","MY",6.269912,99.732224
"18225","Anthracoceros albirostris","MY",6.385051,99.659845
"18226","Buceros bicornis","MY",6.40155,99.798045
"18227","Anthracoceros albirostris","MY",6.27569,99.73383
"18228","Buceros rhinoceros","MY",4.96894,117.811892
"18229","Anthracoceros albirostris","MY",5.466047,118.250755
"18230","Anthracoceros malayanus","MY",4.881714,117.761379
"18231","Buceros rhinoceros","MY",4.821486,117.755665
"18232","Anthracoceros albirostris","MY",4.96199,117.68926
"18233","Buceros bicornis","MY",4.308002,102.479315
"18234","Buceros rhinoceros","MY",5.941783,116.083097
"18235","Anthracoceros malayanus","MY",3.624495,101.362298
"18236","Rhinoplax vigil","MY",4.45998,117.808801
"18237","Rhinoplax vigil","MY",4.437461,117.874652
"18238","Anthracoceros albirostris","MY",1.562193,104.251166
"18239","Anthracoceros malayanus","MY",5.871284,117.920145
"18240","Anthracoceros malayanus","MY",4.644242,116.916642
"18241","Anthracoceros malayanus","MY",4.614599,116.860163
"18242","Anthracoceros albirostris","MY",4.972101,117.809723
"18243","Anthracoceros malayanus","MY",4.735736,116.844324
"18244","Anthracoceros malayanus","MY",4.923051,117.986373
"18245","Buceros rhinoceros","MY",4.909884,116.994937
"18246","Anthracoceros albirostris","MY",4.972101,117.809723
"18247","Anthracoceros albirostris","MY",4.96461,117.804896
"18248","Rhabdotorrhinus corrugatus","MY",4.662456,102.502724
"18249","Buceros bicornis","MY",6.266545,99.650909
"18250","Anthracoceros malayanus","MY",4.818154,116.805704
"18251","Anthracoceros albirostris","MY",4.962738,117.801803
"18252","Anthracoceros albirostris","MY",6.277008,99.73037
"18253","Anthracoceros albirostris","MY",4.636008,102.406918
"18254","Anthracoceros albirostris","MY",4.961755,117.802731
"18255","Anthracoceros albirostris","MY",5.876055,117.949546
"18256","Anthracoceros albirostris","MY",4.962462,117.802013
"18257","Buceros rhinoceros","MY",4.794329,116.864256
"18258","Buceros rhinoceros","MY",4.39,102.4
"18259","Buceros rhinoceros","MY",4.39,102.4
"18260","Anthracoceros albirostris","MY",6.456572,99.824547
"18261","Anthracoceros albirostris","MY",4.969718,117.79719
"18262","Anthracoceros albirostris","MY",6.309597,99.854332
"18263","Anthracoceros malayanus","MY",3.818807,113.799276
"18264","Buceros bicornis","MY",4.192466,100.430837
"18265","Anthracoceros albirostris","MY",4.849929,100.746546
"18266","Buceros bicornis","MY",4.195963,100.494698
"18267","Anthracoceros albirostris","MY",4.196952,100.547182
"18268","Anthracoceros albirostris","MY",4.196911,100.546922
"18269","Anthracoceros albirostris","MY",4.195818,100.54294
"18270","Buceros rhinoceros","MY",5.482,118.2376
"18271","Buceros rhinoceros","MY",5.4431,116.4513
"18272","Buceros rhinoceros","MY",4.458788,102.577801
"18273","Anthracoceros albirostris","MY",4.851932,100.741634
"18274","Buceros rhinoceros","MY",3.038598,101.762706
"18275","Anthracoceros albirostris","MY",5.415029,117.956591
"18276","Anthracoceros malayanus","MY",3.064529,114.155115
"18277","Anthracoceros albirostris","MY",6.454966,99.823575
"18278","Buceros rhinoceros","MY",5.934793,117.865602
"18279","Anthracoceros malayanus","MY",5.916759,117.80253
"18280","Anthracoceros albirostris","MY",5.398737,117.936249
"18281","Anthracoceros albirostris","MY",4.436641,113.997166
"18282","Buceros rhinoceros","MY",5.311084,118.736573
"18283","Anorrhinus galeritus","MY",4.966409,117.804669
"18284","Rhyticeros undulatus","MY",4.966409,117.804669
"18285","Anthracoceros malayanus","MY",5.478164,118.221356
"18286","Berenicornis comatus","MY",5.478164,118.221356
"18287","Anthracoceros albirostris","MY",5.478164,118.221356
"18288","Rhabdotorrhinus corrugatus","MY",5.478164,118.221356
"18289","Anorrhinus galeritus","MY",5.478164,118.221356
"18290","Anthracoceros malayanus","MY",5.8762,117.9448
"18291","Buceros bicornis","MY",4.3888,102.4039
"18292","Buceros bicornis","MY",4.3888,102.4039
"18293","Anthracoceros malayanus","MY",5.59831,117.834187
"18294","Anthracoceros albirostris","MY",5.412387,117.949887
"18295","Anthracoceros malayanus","MY",4.818518,117.873674
"18296","Anorrhinus galeritus","MY",4.424094,117.92528
"18297","Anorrhinus galeritus","MY",4.215751,102.590248
"18298","Anthracoceros albirostris","MY",5.407281,117.972276
"18299","Anthracoceros albirostris","MY",6.369109,99.783518
"18300","Anthracoceros albirostris","MY",5.936101,117.809535
"18301","Buceros rhinoceros","MY",5.081666,117.782696
"18302","Buceros rhinoceros","MY",5.558262,101.504183
"18303","Buceros bicornis","MY",3.957037,103.280225
"18304","Buceros rhinoceros","MY",3.90011,103.222332
"18305","Buceros rhinoceros","MY",5.440343,118.139199
"18306","Buceros rhinoceros","MY",3.398401,101.950441
"18307","Buceros rhinoceros","MY",5.406302,118.379522
"18308","Buceros rhinoceros","MY",5.849758,117.861605
"18309","Anthracoceros albirostris","MY",5.461675,118.252829
"18310","Buceros rhinoceros","MY",5.558183,118.291549
"18311","Rhabdotorrhinus corrugatus","MY",5.570128,118.396273
"18312","Anthracoceros malayanus","MY",5.591573,118.051127
"18313","Anthracoceros malayanus","MY",5.462717,118.212028
"18314","Rhabdotorrhinus corrugatus","MY",5.442034,118.387894
"18315","Anthracoceros malayanus","MY",1.830656,103.826482
"18316","Anthracoceros malayanus","MY",1.976009,103.876634
"18317","Rhabdotorrhinus corrugatus","MY",5.595228,118.278137
"18318","Anorrhinus galeritus","MY",1.905588,103.907601
"18319","Anorrhinus galeritus","MY",5.122047,118.57909
"18320","Rhabdotorrhinus corrugatus","MY",5.575555,118.366189
"18321","Buceros rhinoceros","MY",5.48532,118.244764
"18322","Anthracoceros albirostris","MY",2.596615,103.628325
"18323","Rhyticeros undulatus","MY",5.598833,118.396437
"18324","Anorrhinus galeritus","MY",5.569777,118.386785
"18325","Anthracoceros albirostris","MY",5.497662,118.281341
"18326","Anthracoceros malayanus","MY",5.42963,118.112719
"18327","Anthracoceros albirostris","MY",5.173183,118.494158
"18328","Buceros rhinoceros","MY",5.541349,118.082481
"18329","Anorrhinus galeritus","MY",5.403892,118.275533
"18330","Anthracoceros malayanus","MY",4.259975,102.583527
"18331","Anthracoceros malayanus","MY",5.933083,117.956589
"18332","Anthracoceros albirostris","MY",5.945207,116.046687
"18333","Anthracoceros albirostris","MY",3.653854,100.939621
"18334","Rhabdotorrhinus corrugatus","MY",5.407918,118.356541
"18335","Anthracoceros albirostris","MY",4.339049,101.143701
"18336","Buceros rhinoceros","MY",5.956876,117.944299
"18337","Anthracoceros malayanus","MY",5.853959,117.810835
"18338","Buceros rhinoceros","MY",4.961542,117.814071
"18339","Buceros rhinoceros","MY",5.520351,118.393658
"18340","Anthracoceros albirostris","MY",5.935995,117.797933
"18341","Rhyticeros undulatus","MY",4.401915,117.821417
"18342","Anthracoceros malayanus","MY",3.527418,102.180815
"18343","Anthracoceros malayanus","MY",4.86375,117.892146
"18344","Buceros rhinoceros","MY",4.800175,117.885887
"18345","Rhyticeros undulatus","MY",4.8113,117.865964
"18346","Berenicornis comatus","MY",4.994461,117.862685
"18347","Anthracoceros malayanus","MY",4.530032,117.939303
"18348","Berenicornis comatus","MY",4.466563,117.970218
"18349","Anthracoceros malayanus","MY",4.805304,117.80857
"18350","Anthracoceros malayanus","MY",3.579271,102.098805
"18351","Anthracoceros albirostris","MY",3.558045,102.159475
"18352","Anthracoceros albirostris","MY",4.964472,117.805044
"18353","Rhyticeros undulatus","MY",4.991659,117.978533
"18354","Anthracoceros malayanus","MY",5.96401,117.838723
"18355","Rhyticeros undulatus","MY",4.836467,117.877323
"18356","Rhinoplax vigil","MY",3.617277,101.711868
"18357","Anthracoceros albirostris","MY",5.713601,118.401214
"18358","Anthracoceros malayanus","MY",5.471128,118.132042
"18359","Anthracoceros albirostris","MY",5.472826,118.217911
"18360","Anthracoceros malayanus","MY",4.390782,102.39856
"18361","Anorrhinus galeritus","MY",1.870249,103.912292
"18362","Anthracoceros malayanus","MY",3.45594,102.062473
"18363","Rhyticeros undulatus","MY",4.976907,117.828561
"18364","Anthracoceros albirostris","MY",5.705552,118.392803
"18365","Anthracoceros albirostris","MY",5.455347,118.103151
"18366","Anthracoceros albirostris","MY",5.713601,118.401214
"18367","Berenicornis comatus","MY",5.712269,118.418368
"18368","Rhyticeros undulatus","MY",5.781279,118.400041
"18369","Buceros rhinoceros","MY",5.553515,118.307087
"18370","Anthracoceros malayanus","MY",5.40167,118.378864
"18371","Buceros rhinoceros","MY",4.924334,117.952669
"18372","Anthracoceros malayanus","MY",3.306256,101.9632
"18373","Rhabdotorrhinus corrugatus","MY",5.648057,118.461062
"18374","Buceros rhinoceros","MY",5.63549,118.225811
"18375","Buceros rhinoceros","MY",4.986849,117.93633
"18376","Anthracoceros malayanus","MY",5.898281,117.812945
"18377","Rhabdotorrhinus corrugatus","MY",4.862462,117.836141
"18378","Rhabdotorrhinus corrugatus","MY",5.412785,118.214088
"18379","Rhyticeros undulatus","MY",4.915458,117.938034
"18380","Anthracoceros albirostris","MY",4.851932,100.741634
"18381","Anthracoceros albirostris","MY",5.455095,118.251563
"18382","Anthracoceros malayanus","MY",5.924938,117.862311
"18383","Anorrhinus galeritus","MY",5.636244,118.523293
"18384","Berenicornis comatus","MY",4.439055,117.828809
"18385","Buceros rhinoceros","MY",3.054413,101.604549
"18386","Anthracoceros albirostris","MY",3.718946,101.021076
"18387","Anthracoceros albirostris","MY",5.935078,117.798058
"18388","Berenicornis comatus","MY",5.423571,117.999262
"18389","Berenicornis comatus","MY",5.503468,117.834311
"18390","Berenicornis comatus","MY",5.439589,117.886211
"18391","Buceros rhinoceros","MY",5.86834,117.922663
"18392","Berenicornis comatus","MY",5.519816,117.880427
"18393","Anthracoceros malayanus","MY",5.806443,117.976431
"18394","Anthracoceros albirostris","MY",5.972072,115.999704
"18395","Anthracoceros albirostris","MY",5.528086,118.304497
"18396","Buceros rhinoceros","MY",5.480052,118.296785
"18397","Buceros rhinoceros","MY",4.254002,117.894618
"18398","Berenicornis comatus","MY",5.02163,117.670127
"18399","Anthracoceros albirostris","MY",5.528086,118.304497
"18400","Buceros rhinoceros","MY",5.528166,117.915819
"18401","Rhyticeros undulatus","MY",5.437335,117.954344
"18402","Anthracoceros albirostris","MY",6.366541,99.863596
"18403","Buceros bicornis","MY",6.269419,99.960178
"18404","Anthracoceros albirostris","MY",5.936297,117.798234
"18405","Anthracoceros albirostris","MY",4.198962,100.546227
"18406","Buceros bicornis","MY",6.34772,99.855671
"18407","Anthracoceros albirostris","MY",5.367934,118.763555
"18408","Buceros rhinoceros","MY",2.116158,103.230113
"18409","Anthracoceros albirostris","MY",6.423489,99.669792
"18410","Anthracoceros albirostris","MY",5.51673,118.289047
"18411","Rhyticeros undulatus","MY",6.162577,116.576092
"18412","Anthracoceros albirostris","MY",5.41441,117.971816
"18413","Anorrhinus galeritus","MY",5.828744,117.977751
"18414","Rhyticeros undulatus","MY",2.548599,102.392976
"18415","Anthracoceros albirostris","MY",3.632153,102.305767
"18416","Anorrhinus galeritus","MY",5.582881,118.397965
"18417","Anthracoceros malayanus","MY",2.347047,111.972452
"18418","Buceros rhinoceros","MY",6.166851,116.725296
"18419","Rhabdotorrhinus corrugatus","MY",5.415,118.0361
"18420","Anorrhinus galeritus","MY",5.4983,118.2714
"18421","Buceros rhinoceros","MY",5.5304,118.0752
"18422","Anthracoceros malayanus","MY",5.415,118.0361
"18423","Anthracoceros albirostris","MY",5.415,118.0361
"18424","Anthracoceros albirostris","MY",5.4983,118.2714
"18425","Anorrhinus galeritus","MY",5.4983,118.2714
"18426","Anthracoceros malayanus","MY",5.415,118.0361
"18427","Anthracoceros malayanus","MY",5.415,118.0361
"18428","Buceros rhinoceros","MY",5.5304,118.0752
"18429","Anthracoceros albirostris","MY",5.5215,118.2931
"18430","Anorrhinus galeritus","MY",5.4983,118.2714
"18431","Rhabdotorrhinus corrugatus","MY",5.415,118.0361
"18432","Rhabdotorrhinus corrugatus","MY",5.415,118.0361
"18433","Anorrhinus galeritus","MY",5.4983,118.2714
"18434","Buceros rhinoceros","MY",5.526329,118.30737
"18435","Anthracoceros albirostris","MY",5.485931,118.265679
"18436","Anorrhinus galeritus","MY",5.422768,118.313052
"18437","Anthracoceros albirostris","MY",6.366247,99.6659
"18438","Anthracoceros albirostris","MY",5.552075,101.347681
"18439","Anthracoceros albirostris","MY",6.017047,116.046898
"18440","Anthracoceros albirostris","MY",6.319381,99.789906
"18441","Berenicornis comatus","MY",4.391654,102.39893
"18442","Rhyticeros undulatus","MY",4.388255,102.40439
"18443","Buceros rhinoceros","MY",4.394325,102.40222
"18444","Rhyticeros undulatus","MY",4.526522,101.39483
"18445","Anthracoceros albirostris","MY",5.480933,118.225801
"18446","Anthracoceros albirostris","MY",5.483059,118.21813
"18447","Anorrhinus galeritus","MY",5.480933,118.225801
"18448","Buceros rhinoceros","MY",5.344646,117.484726
"18449","Anthracoceros albirostris","MY",3.00138,101.364318
"18450","Anthracoceros albirostris","MY",5.493418,118.20956
"18451","Anthracoceros albirostris","MY",5.465801,118.25289
"18452","Rhabdotorrhinus corrugatus","MY",5.465801,118.25289
"18453","Anthracoceros malayanus","MY",5.452278,118.250687
"18454","Berenicornis comatus","MY",5.50429,118.27074
"18455","Rhabdotorrhinus corrugatus","MY",5.50429,118.27074
"18456","Anthracoceros malayanus","MY",5.480933,118.225801
"18457","Buceros rhinoceros","MY",5.34119,117.469688
"18458","Rhyticeros undulatus","MY",4.968557,117.811195
"18459","Buceros rhinoceros","MY",4.947348,117.810074
"18460","Anorrhinus galeritus","MY",5.53119,118.073303
"18461","Anthracoceros albirostris","MY",5.50429,118.27074
"18462","Rhabdotorrhinus corrugatus","MY",5.497001,118.252861
"18463","Anthracoceros albirostris","MY",4.962915,117.803154
"18464","Rhabdotorrhinus corrugatus","MY",5.455896,118.168037
"18465","Buceros rhinoceros","MY",4.961267,117.800232
"18466","Rhabdotorrhinus corrugatus","MY",5.452326,118.250351
"18467","Anthracoceros albirostris","MY",5.530423,118.072113
"18468","Anthracoceros malayanus","MY",5.876307,117.941841
"18469","Rhabdotorrhinus corrugatus","MY",5.452259,118.250305
"18470","Anorrhinus galeritus","MY",5.187681,118.502159
"18471","Anthracoceros albirostris","MY",5.542042,118.309067
"18472","Anthracoceros albirostris","MY",5.550187,118.335297
"18473","Anthracoceros malayanus","MY",4.327326,117.88482
"18474","Rhabdotorrhinus corrugatus","MY",5.460862,118.11882
"18475","Anorrhinus galeritus","MY",5.350245,117.501488
"18476","Buceros rhinoceros","MY",4.388269,102.402452
"18477","Anorrhinus galeritus","MY",5.18825,118.498192
"18478","Anthracoceros albirostris","MY",5.188239,118.501595
"18479","Anorrhinus galeritus","MY",5.530905,118.072166
"18480","Anorrhinus galeritus","MY",5.188275,118.498161
"18481","Anorrhinus galeritus","MY",5.36435,117.435532
"18482","Buceros rhinoceros","MY",5.46113,118.114723
"18483","Anorrhinus galeritus","MY",5.188287,118.498202
"18484","Anorrhinus galeritus","MY",5.144098,118.494308
"18485","Rhabdotorrhinus corrugatus","MY",5.454115,118.251907
"18486","Anthracoceros albirostris","MY",5.493614,118.283669
"18487","Buceros rhinoceros","MY",5.529539,118.074963
"18488","Anorrhinus galeritus","MY",5.530758,118.072006
"18489","Buceros rhinoceros","MY",5.350314,117.501823
"18490","Rhyticeros undulatus","MY",4.967192,117.81736
"18491","Buceros rhinoceros","MY",4.398108,102.402507
"18492","Anthracoceros albirostris","MY",4.962522,117.802681
"18493","Buceros rhinoceros","MY",4.96606,117.818878
"18494","Anthracoceros albirostris","MY",5.17908,118.495531
"18495","Berenicornis comatus","MY",5.531779,118.29157
"18496","Rhabdotorrhinus corrugatus","MY",5.471034,118.258118
"18497","Anorrhinus galeritus","MY",5.530758,118.072006
"18498","Buceros rhinoceros","MY",5.873639,117.942502
"18499","Buceros rhinoceros","MY",4.9503,117.8065
"18500","Buceros rhinoceros","MY",5.8742,117.9432
"18501","Rhabdotorrhinus corrugatus","MY",5.4549,118.2405
"18502","Buceros rhinoceros","MY",4.9574,117.8062
"18503","Buceros rhinoceros","MY",4.9686,117.8054
"18504","Buceros rhinoceros","MY",5.460235,118.105821
"18505","Anthracoceros malayanus","MY",4.387314,102.40403
"18506","Rhyticeros undulatus","MY",4.398454,102.40249
"18507","Anorrhinus galeritus","MY",5.883284,117.94669
"18508","Buceros rhinoceros","MY",5.483059,118.21813
"18509","Anthracoceros malayanus","MY",5.483059,118.21813
"18510","Anthracoceros albirostris","MY",5.483059,118.21813
"18511","Anthracoceros albirostris","MY",5.552664,118.323135
"18512","Buceros rhinoceros","MY",5.470008,118.263786
"18513","Rhyticeros undulatus","MY",5.344379,117.46524
"18514","Buceros rhinoceros","MY",4.327326,117.88482
"18515","Berenicornis comatus","MY",5.530282,118.07533
"18516","Buceros rhinoceros","MY",5.54,118.08
"18517","Berenicornis comatus","MY",5.499406,118.255931
"18518","Anorrhinus galeritus","MY",5.530905,118.072166
"18519","Anthracoceros malayanus","MY",5.452,118.25
"18520","Anorrhinus galeritus","MY",5.199411,118.546215
"18521","Berenicornis comatus","MY",5.531118,118.073187
"18522","Anorrhinus galeritus","MY",5.530571,118.071968
"18523","Anorrhinus galeritus","MY",5.456223,118.167526
"18524","Anorrhinus galeritus","MY",5.871296,117.9426
"18525","Anthracoceros albirostris","MY",2.109638,102.324357
"18526","Buceros rhinoceros","MY",5.529059,118.074783
"18527","Buceros rhinoceros","MY",5.41334,100.783491
"18528","Anthracoceros albirostris","MY",5.208609,118.50168
"18529","Anorrhinus galeritus","MY",1.861876,103.901321
"18530","Buceros rhinoceros","MY",4.959125,117.801865
"18531","Buceros rhinoceros","MY",4.955276,117.803452
"18532","Anthracoceros albirostris","MY",5.190482,118.49917
"18533","Rhyticeros undulatus","MY",4.961879,117.80275
"18534","Buceros rhinoceros","MY",4.961267,117.800232
"18535","Buceros rhinoceros","MY",5.874362,117.942688
"18536","Anthracoceros malayanus","MY",5.868251,117.949493
"18537","Buceros rhinoceros","MY",4.390049,102.401867
"18538","Rhabdotorrhinus corrugatus","MY",5.45411,118.25188
"18539","Anorrhinus galeritus","MY",5.166428,118.495904
"18540","Anthracoceros malayanus","MY",5.876339,117.942017
"18541","Anthracoceros albirostris","MY",5.53559,118.292259
"18542","Buceros rhinoceros","MY",4.959125,117.801865
"18543","Anthracoceros albirostris","MY",5.46048,118.252697
"18544","Buceros rhinoceros","MY",4.955276,117.803452
"18545","Buceros rhinoceros","MY",4.968844,117.812981
"18546","Rhyticeros undulatus","MY",4.968979,117.813026
"18547","Berenicornis comatus","MY",5.530283,118.075325
"18548","Berenicornis comatus","MY",5.531806,118.291519
"18549","Anthracoceros malayanus","MY",5.868964,117.949905
"18550","Buceros rhinoceros","MY",5.529623,118.074982
"18551","Rhabdotorrhinus corrugatus","MY",5.470116,118.149849
"18552","Berenicornis comatus","MY",5.87501,117.940277
"18553","Berenicornis comatus","MY",5.530587,118.071831
"18554","Rhyticeros undulatus","MY",4.971627,117.802161
"18555","Buceros rhinoceros","MY",5.484072,118.233978
"18556","Buceros rhinoceros","MY",5.529566,118.074967
"18557","Buceros rhinoceros","MY",5.52974,118.075027
"18558","Buceros rhinoceros","MY",4.41567,102.397125
"18559","Anorrhinus galeritus","MY",5.53119,118.073303
"18560","Rhyticeros undulatus","MY",4.967192,117.81736
"18561","Rhabdotorrhinus corrugatus","MY",4.389967,102.406214
"18562","Buceros rhinoceros","MY",4.390124,102.402057
"18563","Buceros rhinoceros","MY",4.393529,102.402242
"18564","Buceros rhinoceros","MY",5.529539,118.074963
"18565","Rhabdotorrhinus corrugatus","MY",4.381724,102.395483
"18566","Rhabdotorrhinus corrugatus","MY",4.38389,102.398572
"18567","Buceros rhinoceros","MY",4.392934,102.409995
"18568","Rhabdotorrhinus corrugatus","MY",5.4547,118.2412
"18569","Buceros rhinoceros","MY",5.871168,117.939978
"18570","Buceros rhinoceros","MY",5.8754,117.9433
"18571","Buceros rhinoceros","MY",4.9575,117.8061
"18572","Buceros rhinoceros","MY",5.11851,117.885903
"18573","Anthracoceros albirostris","MY",2.043476,102.581993
"18574","Buceros rhinoceros","MY",5.050765,117.986861
"18575","Anthracoceros albirostris","MY",5.475822,117.88269
"18576","Anthracoceros albirostris","MY",4.85347,100.74948
"18577","Anthracoceros malayanus","MY",4.678866,102.057495
"18578","Anthracoceros albirostris","MY",4.857081,100.74997
"18579","Buceros rhinoceros","MY",4.678866,102.057495
"18580","Buceros rhinoceros","MY",4.459114,102.02401
"18581","Anthracoceros malayanus","MY",6.247586,100.81462
"18582","Anorrhinus galeritus","MY",4.042487,114.81299
"18583","Rhabdotorrhinus corrugatus","MY",5.511595,118.29838
"18584","Anorrhinus galeritus","MY",4.389283,102.40689
"18585","Buceros rhinoceros","MY",4.678866,102.057495
"18586","Anthracoceros albirostris","MY",4.711146,100.6863
"18587","Anthracoceros albirostris","MY",3.092439,101.89471
"18588","Buceros rhinoceros","MY",5.511595,118.29838
"18589","Anthracoceros albirostris","MY",4.85347,100.74948
"18590","Rhabdotorrhinus corrugatus","MY",4.678866,102.057495
"18591","Berenicornis comatus","MY",5.511595,118.29838
"18592","Anthracoceros albirostris","MY",2.808462,103.4917
"18593","Anthracoceros malayanus","MY",5.475822,117.88269
"18594","Buceros rhinoceros","MY",4.678866,102.057495
"18595","Anthracoceros albirostris","MY",2.663835,101.91557
"18596","Buceros rhinoceros","MY",6.247586,100.81462
"18597","Anthracoceros malayanus","MY",4.678866,102.057495
"18598","Anorrhinus galeritus","MY",5.511595,118.29838
"18599","Anthracoceros albirostris","MY",3.423196,101.45087
"18600","Buceros rhinoceros","MY",4.678866,102.057495
"18601","Anthracoceros albirostris","MY",5.468624,118.187744
"18602","Anthracoceros malayanus","MY",5.511595,118.29838
"18603","Buceros rhinoceros","MY",4.042487,114.81299
"18604","Buceros rhinoceros","MY",4.85347,100.74948
"18605","Buceros rhinoceros","MY",4.393529,102.402245
"18606","Anthracoceros albirostris","MY",6.247586,100.81462
"18607","Anthracoceros malayanus","MY",6.247586,100.81462
"18608","Anthracoceros albirostris","MY",5.876139,117.944145
"18609","Buceros bicornis","MY",6.247586,100.81462
"18610","Anthracoceros malayanus","MY",3.536809,102.16731
"18611","Anthracoceros albirostris","MY",5.714081,118.43588
"18612","Anthracoceros malayanus","MY",5.485703,118.287
"18613","Anthracoceros albirostris","MY",2.809184,103.491905
"18614","Buceros rhinoceros","MY",4.459114,102.02401
"18615","Buceros bicornis","MY",3.359933,101.81835
"18616","Buceros rhinoceros","MY",4.459294,102.0246
"18617","Rhabdotorrhinus corrugatus","MY",5.485703,118.287
"18618","Buceros rhinoceros","MY",4.678866,102.057495
"18619","Anthracoceros malayanus","MY",6.247586,100.81462
"18620","Anthracoceros albirostris","MY",6.247586,100.81462
"18621","Berenicornis comatus","MY",4.962297,117.80357
"18622","Anthracoceros albirostris","MY",3.716435,101.73666
"18623","Anthracoceros malayanus","MY",3.536809,102.16731
"18624","Anthracoceros albirostris","MY",4.85347,100.74948
"18625","Rhabdotorrhinus corrugatus","MY",5.468624,118.187744
"18626","Buceros rhinoceros","MY",5.876139,117.944145
"18627","Buceros bicornis","MY",6.247586,100.81462
"18628","Buceros rhinoceros","MY",6.247586,100.81462
"18629","Anthracoceros malayanus","MY",4.459114,102.02401
"18630","Anthracoceros malayanus","MY",3.889483,102.20802
"18631","Anorrhinus galeritus","MY",5.511595,118.29838
"18632","Buceros rhinoceros","MY",5.0198,117.7462
"18633","Buceros rhinoceros","MY",4.861144,100.76251
"18634","Rhabdotorrhinus corrugatus","MY",5.53757,118.297104
