"","x","y"
"1635168",8.37500028402247,44.0749992525356
"1481540",-8.02500027215287,47.7249991906355
"1130949",-2.57500008732632,56.0749990490285
"484861",33.0250011199811,71.4749987878611
"1202167",-11.6750003959358,54.3749990778587
"1698081",4.02500013650035,42.5749992779739
"1195872.1",-11.4250003874575,54.5249990753148
"952332.1",-8.42500028571813,60.3249989769531
"761207",-9.67500032810954,64.87499889979
"979586",-10.7250003637183,59.6749989879764
"948112",-9.42500031963125,60.4249989752572
"1218949",-12.5750004264576,53.9749990846422
"1227315",-14.2750004841099,53.774999088034
"712556",-27.225000923285,66.0249988802873
"1227321",-13.975000473936,53.774999088034
"1183289",-10.5750003586314,54.8249990702272
"1248301",-14.9750005078491,53.2749990965135
"1628877",8.82500029928337,44.2249992499917
"1019428",-13.6250004620664,58.7249990040874
"348459",37.9250012861555,74.7249987327446
"484861.1",33.0250011199811,71.4749987878611
"1088813",-9.3750003179356,57.0749990320696
"1214748",-12.6250004281533,54.0749990829464
"1080381",-10.9750003721966,57.2749990286778
"102896",44.7750015184604,80.5749986335349
"1233611",-14.4750004908926,53.6249990905779
"484861.2",33.0250011199811,71.4749987878611
"950269",-6.57500022297884,60.3749989761052
"1036225",-13.7750004671534,58.3249990108709
"1305026",-13.7250004654577,51.924999119408
"1695976",3.77500012802206,42.624999277126
"1496273.1",-6.37500021619621,47.3749991965711
"601464",-16.8250005705884,68.6749988353461
"956576",-6.22500021110924,60.224998978649
"1218928",-13.6250004620664,53.9749990846422
"771713",-9.3750003179356,64.6249989040297
"1510984",-5.82500019754399,47.0249992025067
"1553019",-4.07500013819601,46.0249992194657
"807318",-14.125000479023,63.7749989184448
"603565",-16.7750005688928,68.6249988361941
"597426.2",-8.72500029589207,68.7749988336502
"1481545",-7.77500026367459,47.7249991906355
"1485739",-8.07500027384853,47.6249991923314
"102899",44.9250015235474,80.5749986335349
"603564",-16.8250005705884,68.6249988361941
"954432",-8.42500028571813,60.274998977801
"950268",-6.62500022467449,60.3749989761052
"1481545.1",-7.77500026367459,47.7249991906355
"1216828",-13.6250004620664,54.0249990837943
"603564.1",-16.8250005705884,68.6249988361941
"597425.1",-8.77500029758772,68.7749988336502
"1082508",-9.62500032641388,57.2249990295258
"1650490.1",39.4750013387208,43.7249992584712
"1534102",-4.92500016702217,46.4749992118342
"390538",41.8750014201123,73.7249987497036
"1004723",-13.8750004705447,59.0749989981517
"624691.1",-10.47500035524,68.1249988446735
"1047164",8.17500027723984,58.0749990151107
"1088693",-15.3750005214144,57.0749990320696
"1076173",-11.3750003857619,57.3749990269819
"954431",-8.47500028741378,60.274998977801
"603564.2",-16.8250005705884,68.6249988361941
"1761043",2.1250000720654,41.0749993034123
"102900",44.975001525243,80.5749986335349
"1036619",5.92500020093529,58.3249990108709
"769625",-8.77500029758772,64.6749989031818
"681342",-12.9250004383272,66.7749988675681
"771644",-12.8250004349359,64.6249989040297
"491400.1",44.975001525243,71.324998790405
"1019533",-8.37500028402247,58.7249990040874
"597421.1",-8.97500030437035,68.7749988336502
"771712",-9.42500031963125,64.6249989040297
"1214756",-12.225000414588,54.0749990829464
"1076143",-12.8750004366316,57.3749990269819
"1011146",-7.72500026197893,58.9249990006956
"674815",-24.2750008232412,66.9249988650242
"942095",4.72500016023954,60.5749989727134
"941836",-8.2250002789355,60.5749989727134
"727388",-20.6250006994583,65.6749988862229
"1212640",-13.0250004417185,54.1249990820984
"102899.1",44.9250015235474,80.5749986335349
"706427",-18.6750006333277,66.1749988777434
"484861.3",33.0250011199811,71.4749987878611
"1218919",-14.0750004773273,53.9749990846422
"1698076",3.77500012802206,42.5749992779739
"603563",-16.8750005722841,68.6249988361941
"1727468",3.37500011445681,41.8749992898452
"950215.1",-9.27500031454429,60.3749989761052
"512094",29.6750010063721,70.8249987988844
"672704",-24.8250008418935,66.9749988641763
"589000",-10.0250003399791,68.9749988302584
"337930",36.4750012369814,74.9749987285049
"1721771.1",33.5250011369377,42.0249992873013
"1069872",-11.4250003874575,57.5249990244381
"973369",-6.57500022297884,59.8249989854326
"761215",-9.27500031454429,64.87499889979
"819893",-15.3750005214144,63.4749989235325
"1611852",-2.42500008223934,44.6249992432082
"830349",-17.5750005960233,63.2249989277722
"1174749",-17.5750005960233,55.0249990668354
"817803",-14.8750005044578,63.5249989226846
"1214744",-12.8250004349359,54.0749990829464
"102900.1",44.975001525243,80.5749986335349
"815707",-14.6750004976752,63.5749989218366
"603564.3",-16.8250005705884,68.6249988361941
"597425.2",-8.77500029758772,68.7749988336502
"1468935",-8.27500028063115,48.0249991855478
"948113",-9.3750003179356,60.4249989752572
"522394",19.6750006672408,70.5749988031242
"632931",-18.4750006265451,67.9249988480653
"677130",-13.5250004586751,66.8749988658722
"1130707",-14.6750004976752,56.0749990490285
"830334",-18.3250006214581,63.2249989277722
"1721773",33.625001140329,42.0249992873013
"941830",-8.52500028910944,60.5749989727134
"1649891",9.52500032302256,43.7249992584712
"1176993",-10.3750003518487,54.9749990676833
"1006896",-10.2250003467618,59.0249989989997
"1517290",-5.52500018737005,46.8749992050506
"605811.1",-9.47500032132691,68.574998837042
"1698076.1",3.77500012802206,42.5749992779739
"948112.1",-9.42500031963125,60.4249989752572
"1218948",-12.6250004281533,53.9749990846422
"1214736",-13.2250004485011,54.0749990829464
"1616861",38.0250012895468,44.5249992449041
"1214730",-13.5250004586751,54.0749990829464
"1017206",-19.7250006689365,58.7749990032394
"1628877.1",8.82500029928337,44.2249992499917
"943953",-7.37500025010934,60.5249989735613
"952348",-7.62500025858762,60.3249989769531
"1038328",-13.6250004620664,58.2749990117189
"1611858.1",-2.1250000720654,44.6249992432082
"603564.4",-16.8250005705884,68.6249988361941
"1626776",8.77500029758772,44.2749992491438
"1481544",-7.82500026537025,47.7249991906355
"1611858.2",-2.1250000720654,44.6249992432082
"1214753",-12.375000419675,54.0749990829464
"1563524",-3.82500012971773,45.7749992237054
"998486",-10.7250003637183,59.2249989956079
"771713.1",-9.3750003179356,64.6249989040297
"771714",-9.32500031623994,64.6249989040297
"1544611.1",-4.47500015176126,46.2249992160739
"589000.1",-10.0250003399791,68.9749988302584
"102900.2",44.975001525243,80.5749986335349
"704456",-12.225000414588,66.2249988768955
"491399.1",44.9250015235474,71.324998790405
"484861.4",33.0250011199811,71.4749987878611
"1502577",-6.17500020941358,47.224999199115
"1051338",6.87500023315277,57.9749990168066
"964969",-6.57500022297884,60.0249989820408
"1233614",-14.3250004858056,53.6249990905779
"996209",-19.5750006638495,59.27499899476
"1721771.2",33.5250011369377,42.0249992873013
"1164395",-10.2750003484574,55.2749990625957
"484861.5",33.0250011199811,71.4749987878611
"1103357",-17.175000582458,56.7249990380052
"964885",-10.775000365414,60.0249989820408
"729623",-13.8750004705447,65.6249988870708
"1536203.1",-4.87500016532651,46.4249992126821
"1468935.1",-8.27500028063115,48.0249991855478
"1544606",-4.72500016023955,46.2249992160739
"775924.1",-8.82500029928337,64.5249989057256
"952317",-9.17500031115297,60.3249989769531
"704457.1",-12.1750004128924,66.2249988768955
"962822",-8.92500030267469,60.0749989811928
"729314",-29.3250009945025,65.6249988870708
"985899",-10.0750003416748,59.5249989905202
"1036312",-9.42500031963125,58.3249990108709
"1038327",-13.6750004637621,58.2749990117189
"601464.1",-16.8250005705884,68.6749988353461
"775924.2",-8.82500029928337,64.5249989057256
"1220917",-19.1750006502843,53.9249990854902
"729312",-29.4250009978939,65.6249988870708
"601464.2",-16.8250005705884,68.6749988353461
"767509.1",-9.57500032471822,64.7249989023339
"727373",-21.3750007248932,65.6749988862229
"954433",-8.37500028402247,60.274998977801
"1763138",1.87500006358712,41.0249993042603
"1244105",-14.7750005010665,53.3749990948176
"1235706",-14.7250004993708,53.5749990914258
"830240",-23.0250007808498,63.2249989277722
"1069873",-11.3750003857619,57.5249990244381
"1073898",-20.1250006825017,57.424999026134
"868515",0.725000024587018,62.3249989430353
"1015340",-8.02500027215287,58.8249990023915
"1216826",-13.7250004654577,54.0249990837943
"836637",-18.1750006163711,63.0749989303161
"1727468.1",3.37500011445681,41.8749992898452
"102900.3",44.975001525243,80.5749986335349
"1639387",9.32500031623994,43.9749992542315
"1628519",-9.07500030776166,44.2249992499917
"828083",-25.8750008775022,63.2749989269243
"830324",-18.8250006384147,63.2249989277722
"754944",-7.82500026537025,65.0249988972462
"832432",-18.4250006248494,63.1749989286202
"597426.3",-8.72500029589207,68.7749988336502
"603563.1",-16.8750005722841,68.6249988361941
"1065705",-9.77500033150085,57.6249990227422
"1095116",-9.22500031284863,56.9249990346134
"1117951",-22.4750007621976,56.3749990439408
"832425",-18.775000636719,63.1749989286202
"771714.1",-9.32500031623994,64.6249989040297
"809415",-14.2750004841099,63.7249989192928
"962865",-6.77500022976146,60.0749989811928
"943931",-8.47500028741378,60.5249989735613
"956531",-8.47500028741378,60.224998978649
"1569830",-3.52500011954378,45.6249992262492
"1713533",41.625001411634,42.2249992839096
"1143187",-20.675000701154,55.7749990541162
"718863",-26.8750009114154,65.8749988828311
"1616053",-2.37500008054369,44.5249992449041
"532854",17.6750005994146,70.3249988073639
"992247",-7.67500026028328,59.3749989930641
"832327",-23.6750008028934,63.1749989286202
"1653848.1",-2.62500008902197,43.6249992601671
"1053040",-13.0250004417185,57.9249990176545
"964981",-5.97500020263096,60.0249989820408
"597427.1",-8.67500029419641,68.7749988336502
"1181328",-3.6250001229351,54.8749990693792
"792640",-13.0250004417185,64.1249989125092
"1654091",9.52500032302256,43.6249992601671
"956557",-7.17500024332671,60.224998978649
"1178965",-16.7750005688928,54.9249990685313
"769607",-9.67500032810954,64.6749989031818
"484861.6",33.0250011199811,71.4749987878611
"1025818",-9.12500030945731,58.5749990066312
"803129",-13.5750004603707,63.8749989167489
"603563.2",-16.8750005722841,68.6249988361941
"1038406",-9.7250003298052,58.2749990117189
"1689407",-9.67500032810954,42.7749992745822
"601464.3",-16.8250005705884,68.6749988353461
"1176993.1",-10.3750003518487,54.9749990676833
"1086596",-15.2250005163274,57.1249990312216
"1466830",-8.52500028910944,48.0749991846999
"1170697",-10.1750003450661,55.1249990651395
"603564.5",-16.8250005705884,68.6249988361941
"274490",14.4750004908926,76.4749987030665
"1141205",-14.7750005010665,55.8249990532682
"1248301.1",-14.9750005078491,53.2749990965135
"1485739.1",-8.07500027384853,47.6249991923314
"1069886",-10.7250003637183,57.5249990244381
"666557",-17.175000582458,67.1249988616324
"601464.4",-16.8250005705884,68.6749988353461
"960768",-6.62500022467449,60.1249989803449
"679236",-13.2250004485011,66.8249988667201
"484861.7",33.0250011199811,71.4749987878611
"1650490.2",39.4750013387208,43.7249992584712
"1651991",9.52500032302256,43.6749992593191
"942095.1",4.72500016023954,60.5749989727134
"948112.2",-9.42500031963125,60.4249989752572
"952379",-6.07500020602227,60.3249989769531
"484861.8",33.0250011199811,71.4749987878611
"607904",-9.82500033319651,68.52499883789
"597427.2",-8.67500029419641,68.7749988336502
"1468926",-8.72500029589207,48.0249991855478
"1231510",-14.5250004925882,53.6749990897299
"1273494",-15.3250005197187,52.6749991066888
"102899.2",44.9250015235474,80.5749986335349
"1223118",-14.125000479023,53.8749990863381
"736075",-6.2750002128049,65.4749988896147
"757046",-7.72500026197893,64.9749988980941
"1095106",-9.7250003298052,56.9249990346134
"1105531",-13.4750004569794,56.6749990388532
"847377",-6.17500020941358,62.8249989345558
"893612",-4.42500015006561,61.7249989532106
"1065556",-17.2250005841537,57.6249990227422
"1468907",-9.67500032810954,48.0249991855478
"1237815",-14.2750004841099,53.5249990922738
"184429",26.4250008961545,78.6249986666049
"348459.1",37.9250012861555,74.7249987327446
"759115.1",-9.27500031454429,64.9249988989421
"1218955",-12.2750004162837,53.9749990846422
"603563.3",-16.8750005722841,68.6249988361941
"1074077",-11.1750003789792,57.424999026134
"1616861.1",38.0250012895468,44.5249992449041
"1130707.1",-14.6750004976752,56.0749990490285
"670731",-18.4750006265451,67.0249988633283
"821986",-15.725000533284,63.4249989243804
"1565625.1",-3.77500012802207,45.7249992245533
"1120294",-10.3250003501531,56.3249990447888
"601464.5",-16.8250005705884,68.6749988353461
"874803",0.125000004239141,62.1749989455791
"830240.1",-23.0250007808498,63.2249989277722
"683442",-12.9250004383272,66.724998868416
"948112.3",-9.42500031963125,60.4249989752572
"1746356",2.77500009410893,41.4249992974767
"1625270",38.4750013048077,44.3249992482958
"836599",-20.0750006808061,63.0749989303161
"1193783",-10.8750003688053,54.5749990744669
"679240",-13.0250004417185,66.8249988667201
"843187",-5.67500019245702,62.9249989328599
"597425.3",-8.77500029758772,68.7749988336502
"1479440",-8.02500027215287,47.7749991897876
"1128527",-18.6750006333277,56.1249990481806
"1103388",-15.6250005298927,56.7249990380052
"102896.1",44.7750015184604,80.5749986335349
"1101844",12.1750004128924,56.7749990371573
"491400.2",44.975001525243,71.324998790405
"950213",-9.3750003179356,60.3749989761052
"861673",-26.3750008944588,62.4749989404914
"605807",-9.67500032810954,68.574998837042
"1483642",-7.92500026876156,47.6749991914835
"258028",31.3750010640245,76.874998696283
"904040",-8.02500027215287,61.4749989574503
"1733772",3.57500012123944,41.724999292389
"618424.1",-8.82500029928337,68.2749988421297
"1216828.1",-13.6250004620664,54.0249990837943
"1113863",-16.8750005722841,56.4749990422449
"1687307",-9.67500032810954,42.8249992737342
"994196",-15.2250005163274,59.324998993912
"597427.3",-8.67500029419641,68.7749988336502
"1006950",-7.52500025519631,59.0249989989997
"721109",-19.5750006638495,65.824998883679
"1515189",-5.5750001890657,46.9249992042026
"994194",-15.3250005197187,59.324998993912
"1189586",-10.7250003637183,54.674999072771
"727524",-13.825000468849,65.6749988862229
"1214750",-12.525000424762,54.0749990829464
"1742158",2.87500009750025,41.5249992957808
"1656793",39.6250013438078,43.574999261015
"348472",38.575001308199,74.7249987327446
"960767",-6.67500022637014,60.1249989803449
"954430",-8.52500028910944,60.274998977801
"1057663",8.12500027554417,57.8249990193504
"1733771",3.52500011954378,41.724999292389
"1218919.1",-14.0750004773273,53.9749990846422
"832433",-18.3750006231538,63.1749989286202
"832441",-17.9750006095885,63.1749989286202
"1225218",-14.125000479023,53.8249990871861
"1704110",-9.52500032302257,42.4249992805178
"1651991.1",9.52500032302256,43.6749992593191
"482760",32.9750011182855,71.5249987870132
"1141202",-14.9250005061535,55.8249990532682
"1693608",-9.62500032641388,42.6749992762781
"927193",-5.37500018228308,60.9249989667777
"1544640",-3.02500010258722,46.2249992160739
"1080676",3.77500012802206,57.2749990286778
"977495",-10.2750003484574,59.7249989871285
"832327.1",-23.6750008028934,63.1749989286202
"484861.9",33.0250011199811,71.4749987878611
"1235709",-14.5750004942839,53.5749990914258
"1216846",-12.7250004315446,54.0249990837943
"683443",-12.8750004366316,66.724998868416
"958627",-8.67500029419641,60.1749989794969
"1660390",9.47500032132691,43.4749992627109
"1216823",-13.8750004705447,54.0249990837943
"1473125",-8.77500029758772,47.9249991872437
"1748465",3.22500010936984,41.3749992983247
"603564.6",-16.8250005705884,68.6249988361941
"1237815.1",-14.2750004841099,53.5249990922738
"761215.1",-9.27500031454429,64.87499889979
"681341.1",-12.9750004400229,66.7749988675681
"849444",-7.82500026537025,62.7749989354037
"843187.1",-5.67500019245702,62.9249989328599
"1101419",-9.07500030776166,56.7749990371573
"1563524.1",-3.82500012971773,45.7749992237054
"964872",-11.4250003874575,60.0249989820408
"1538308",-4.62500015684823,46.37499921353
"962741",-12.9750004400229,60.0749989811928
"601465.2",-16.7750005688928,68.6749988353461
"1510984.1",-5.82500019754399,47.0249992025067
"683186",-25.7250008724153,66.724998868416
"1195872.2",-11.4250003874575,54.5249990753148
"1494160",-7.02500023823974,47.4249991957232
"1090837",-13.1750004468055,57.0249990329175
"1334471",-11.4750003891532,51.2249991312793
"868517",0.825000027978327,62.3249989430353
"1742157",2.82500009580459,41.5249992957808
"607904.1",-9.82500033319651,68.52499883789
"1237808",-14.6250004959795,53.5249990922738
"1208460.1",-12.0250004078054,54.2249990804025
"723311.1",-14.4750004908926,65.774998884527
"102896.2",44.7750015184604,80.5749986335349
"526544",17.175000582458,70.47499880482
"704458",-12.1250004111967,66.2249988768955
"601464.6",-16.8250005705884,68.6749988353461
"102900.4",44.975001525243,80.5749986335349
"920948",-2.62500008902197,61.0749989642339
"1082510",-9.52500032302257,57.2249990295258
"1656193",9.62500032641388,43.574999261015
"601465.3",-16.7750005688928,68.6749988353461
"484861.10",33.0250011199811,71.4749987878611
"1013026",-18.7250006350234,58.8749990015435
"876891",-0.475000016108737,62.124998946427
"1288239.1",-13.0750004434142,52.3249991126245
"1130683",-15.8750005383709,56.0749990490285
"1082441.1",-12.9750004400229,57.2249990295258
"757046.1",-7.72500026197893,64.9749988980941
"102899.3",44.9250015235474,80.5749986335349
"994194.1",-15.3250005197187,59.324998993912
"706423",-18.8750006401103,66.1749988777434
"958652",-7.425000251805,60.1749989794969
"828266",-16.7250005671971,63.2749989269243
"1078284",-10.8250003671096,57.3249990278299
"1651991.2",9.52500032302256,43.6749992593191
"612138",-8.12500027554419,68.4249988395858
"1744257",2.82500009580459,41.4749992966288
"761215.2",-9.27500031454429,64.87499889979
"1130812",-9.42500031963125,56.0749990490285
"759152",-7.425000251805,64.9249988989421
"102900.5",44.975001525243,80.5749986335349
"1147485",-15.7750005349796,55.6749990558121
"969107",-9.67500032810954,59.9249989837367
"681342.1",-12.9250004383272,66.7749988675681
"597425.4",-8.77500029758772,68.7749988336502
"186538",26.8750009114154,78.5749986674528
"467838",21.8750007418497,71.8749987810776
"1302965",-11.7750003993271,51.9749991185601
"815454",-27.3250009266763,63.5749989218366
"597420.1",-9.025000306066,68.7749988336502
"710449",-27.5750009351546,66.0749988794393
"526544.1",17.175000582458,70.47499880482
"1471037",-8.17500027723985,47.9749991863958
"1038327.1",-13.6750004637621,58.2749990117189
"1153905",-9.77500033150085,55.5249990583559
"1521492",-5.42500018397873,46.7749992067465
"803130",-13.5250004586751,63.8749989167489
"607935",-8.27500028063115,68.52499883789
"1099164",-16.8250005705884,56.8249990363093
"601465.4",-16.7750005688928,68.6749988353461
"528644",17.175000582458,70.424998805668
"102895.1",44.7250015167648,80.5749986335349
"1749031",31.5250010691114,41.3749992983247
"1733771.1",3.52500011954378,41.724999292389
"679236.1",-13.2250004485011,66.8249988667201
"663525",41.2250013980688,67.2249988599365
"1032022",-13.9250004722403,58.4249990091751
"895632",-8.42500028571813,61.6749989540586
"960765",-6.77500022976146,60.1249989803449
"1208460.2",-12.0250004078054,54.2249990804025
"1515188",-5.62500019076136,46.9249992042026
"1651757",-2.17500007376106,43.6749992593191
"1708672",8.57500029080509,42.3249992822137
"811513",-14.3750004875013,63.6749989201407
"962864",-6.82500023145712,60.0749989811928
"849075",-26.2750008910675,62.7749989354037
"1021629",-8.57500029080509,58.6749990049353
"1071985",-10.775000365414,57.474999025286
"819892",-15.42500052311,63.4749989235325
"491400.3",44.975001525243,71.324998790405
"1717601",35.0250011878074,42.1249992856055
"1021627",-8.67500029419641,58.6749990049353
"1221028",-13.6250004620664,53.9249990854902
"929240",-8.02500027215287,60.8749989676257
"1464720",-9.025000306066,48.1249991838519
"754944.1",-7.82500026537025,65.0249988972462
"729622",-13.9250004722403,65.6249988870708
"761215.3",-9.27500031454429,64.87499889979
"274490.1",14.4750004908926,76.4749987030665
"598373",38.6250013098946,68.7749988336502
"681341.2",-12.9750004400229,66.7749988675681
"1483642.1",-7.92500026876156,47.6749991914835
"618424.2",-8.82500029928337,68.2749988421297
"1216828.2",-13.6250004620664,54.0249990837943
"788453",-12.375000419675,64.2249989108133
"484861.11",33.0250011199811,71.4749987878611
"771713.2",-9.3750003179356,64.6249989040297
"1030018",-9.12500030945731,58.4749990083271
"597421.2",-8.97500030437035,68.7749988336502
"1071784",-20.8250007062409,57.474999025286
"685544",-12.8250004349359,66.674998869264
"1011148",-7.62500025858762,58.9249990006956
"1542541",-2.97500010089156,46.2749992152259
"673042",-7.92500026876156,66.9749988641763
"832431",-18.4750006265451,63.1749989286202
"1481539",-8.07500027384853,47.7249991906355
"1055141",-12.9750004400229,57.8749990185025
"597425.5",-8.77500029758772,68.7749988336502
"1235705",-14.7750005010665,53.5749990914258
"918743",-7.8750002670659,61.124998963386
"1040432",-13.4250004552838,58.2249990125668
"1637286",9.27500031454428,44.0249992533835
"1742157.1",2.82500009580459,41.5249992957808
"1464722",-8.92500030267469,48.1249991838519
"1648389",39.4250013370252,43.7749992576232
"1538308.1",-4.62500015684823,46.37499921353
"761215.4",-9.27500031454429,64.87499889979
"1546707",-4.67500015854389,46.1749992169218
"704392",-15.42500052311,66.2249988768955
"1752656",2.77500009410893,41.2749993000205
"817800",-15.0250005095448,63.5249989226846
"258029",31.4250010657201,76.874998696283
"597420.2",-9.025000306066,68.7749988336502
"706423.1",-18.8750006401103,66.1749988777434
"706427.1",-18.6750006333277,66.1749988777434
"102900.6",44.975001525243,80.5749986335349
"1038410",-9.52500032302257,58.2749990117189
"1744836",31.7750010775897,41.4749992966288
"754942",-7.92500026876156,65.0249988972462
"950496",4.77500016193519,60.3749989761052
"1233614.1",-14.3250004858056,53.6249990905779
"276595",14.7250004993708,76.4249987039145
"1540405",-4.7750001619352,46.324999214378
"960727",-8.67500029419641,60.1249989803449
"729622.1",-13.9250004722403,65.6249988870708
"1200068",-11.6250003942401,54.4249990770107
"1683107",-9.67500032810954,42.9249992720383
"685546.1",-12.7250004315446,66.674998869264
"1111807",-14.6750004976752,56.524999041397
"746246",-22.7250007706759,65.2249988938544
"102900.7",44.975001525243,80.5749986335349
"962900",-5.02500017041348,60.0749989811928
"681341.3",-12.9750004400229,66.7749988675681
"597427.4",-8.67500029419641,68.7749988336502
"601615.2",-9.27500031454429,68.6749988353461
"1206358",-12.1250004111967,54.2749990795546
"258028.1",31.3750010640245,76.874998696283
"1108151",12.5250004247619,56.6249990397011
"1691792",4.57500015515257,42.7249992754301
"1189581",-10.9750003721966,54.674999072771
"1076173.1",-11.3750003857619,57.3749990269819
"1601356",-2.22500007545672,44.8749992389684
"1233611.1",-14.4750004908926,53.6249990905779
"832457",-17.175000582458,63.1749989286202
"1487851",-7.47500025350065,47.5749991931793
"689645",-17.7750006028059,66.5749988709598
"752847",-7.67500026028328,65.0749988963982
"601465.5",-16.7750005688928,68.6749988353461
"1357579",-11.0750003755879,50.6749991406067
"603563.4",-16.8750005722841,68.6249988361941
"1032022.1",-13.9250004722403,58.4249990091751
"759115.2",-9.27500031454429,64.9249988989421
"771714.2",-9.32500031623994,64.6249989040297
"1651991.3",9.52500032302256,43.6749992593191
"1174894",-10.3250003501531,55.0249990668354
"1462617.1",-9.17500031115297,48.174999183004
"1567755",-2.27500007715238,45.6749992254013
"1561425",-3.77500012802207,45.8249992228574
"1623166",38.2750012980251,44.3749992474479
"392636",41.775001416721,73.6749987505515
"1212653",-12.375000419675,54.1249990820984
"1746357",2.82500009580459,41.4249992974767
"102896.3",44.7750015184604,80.5749986335349
"876891.1",-0.475000016108737,62.124998946427
"954433.1",-8.37500028402247,60.274998977801
"1557222",-3.92500013310904,45.9249992211616
"1761043.1",2.1250000720654,41.0749993034123
"1763138.1",1.87500006358712,41.0249993042603
"1038410.1",-9.52500032302257,58.2749990117189
"761215.5",-9.27500031454429,64.87499889979
"601464.7",-16.8250005705884,68.6749988353461
"950214",-9.32500031623994,60.3749989761052
"704327",-18.6750006333277,66.2249988768955
